COG_ID	input_prob	mean_actual	sd_actual	mean_>0	sd_>0	mean_>0.01	sd_>0.01	mean_>0.04	sd_>0.04	mean_>0.099	sd_>0.099
COG1372	0.0000	0.1150	0.0508	0.0883	0.0429	0.1013	0.0326	0.1282	0.0423	0.0677	0.0250
COG1373	0.0000	0.4997	0.1126	0.5028	0.1304	0.4194	0.1152	0.3526	0.0959	0.3865	0.1009
COG1374	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0001	0.0002	0.0001	0.0002
COG1376	0.0000	0.5744	0.1656	0.4826	0.1823	0.3792	0.1836	0.3339	0.1159	0.3261	0.1100
COG1377	0.0000	0.9893	0.0038	0.9919	0.0031	0.9853	0.0052	0.9512	0.0166	0.8901	0.0529
COG1378	0.0000	0.3146	0.1315	0.2967	0.1637	0.1153	0.0568	0.0468	0.0169	0.0495	0.0149
COG1379	0.0000	0.3887	0.2328	0.3785	0.1758	0.5933	0.2125	0.8257	0.1068	0.4205	0.1183
COG1380	0.0000	0.0333	0.0146	0.0402	0.0233	0.0117	0.0071	0.0054	0.0040	0.0059	0.0042
COG1381	0.0000	0.7906	0.0566	0.6539	0.0767	0.6523	0.0948	0.7676	0.0936	0.7481	0.0737
COG1382	0.0000	0.0004	0.0003	0.0003	0.0002	0.0009	0.0007	0.0020	0.0016	0.0015	0.0008
COG1383	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001
COG1384	0.0000	0.0307	0.0237	0.0323	0.0269	0.0372	0.0218	0.0389	0.0134	0.0554	0.0362
COG1385	0.0000	0.9540	0.0224	0.9576	0.0269	0.8916	0.0554	0.8554	0.0504	0.8330	0.0378
COG1386	0.0000	0.9373	0.0485	0.9334	0.0405	0.8373	0.1111	0.7339	0.1709	0.5208	0.2192
COG1387	0.0100	0.9959	0.0030	0.9994	0.0006	0.9860	0.0085	0.9435	0.0366	0.7422	0.0800
COG1388	0.0000	0.4140	0.1235	0.2653	0.0941	0.2491	0.0928	0.1999	0.0656	0.1489	0.0551
COG1389	0.0000	0.0138	0.0071	0.0216	0.0127	0.0113	0.0048	0.0182	0.0161	0.0141	0.0058
COG1390	0.0000	0.7104	0.0795	0.6715	0.1168	0.7167	0.0888	0.7342	0.0636	0.4357	0.1253
COG1391	0.0000	0.1039	0.1121	0.1255	0.0850	0.1086	0.1060	0.0881	0.0604	0.0239	0.0290
COG1392	0.0200	0.8716	0.0376	0.9761	0.0065	0.9092	0.0456	0.1961	0.0937	0.1171	0.0610
COG1393	0.0000	0.0075	0.0051	0.0057	0.0042	0.0028	0.0015	0.0042	0.0013	0.0133	0.0039
COG1394	0.0000	0.9428	0.0169	0.9574	0.0167	0.9401	0.0252	0.9148	0.0329	0.6509	0.0935
COG1395	0.0000	0.0159	0.0072	0.0126	0.0065	0.0091	0.0043	0.0057	0.0049	0.0047	0.0039
COG1396	0.0000	0.4908	0.1864	0.4225	0.1678	0.3492	0.1383	0.2602	0.1121	0.2992	0.1192
COG1397	0.0000	0.8150	0.0377	0.8407	0.0423	0.6078	0.0712	0.2841	0.0491	0.1276	0.0312
COG1398	0.0000	0.0020	0.0013	0.0019	0.0010	0.0024	0.0010	0.0038	0.0012	0.0095	0.0030
COG1399	0.0000	0.8417	0.1651	0.6623	0.2172	0.5034	0.2107	0.3995	0.1711	0.1357	0.0726
COG1400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG1401	0.0000	0.0837	0.0197	0.0644	0.0220	0.0448	0.0161	0.0267	0.0140	0.0387	0.0166
COG1402	0.0000	0.7312	0.1218	0.8573	0.0623	0.4866	0.1336	0.2249	0.0678	0.0536	0.0246
COG1403	0.0000	0.3858	0.0924	0.3339	0.0990	0.2716	0.0740	0.3455	0.0784	0.2682	0.0562
COG1404	0.0000	0.9381	0.0326	0.9234	0.0392	0.8643	0.0748	0.6890	0.1093	0.4565	0.0922
COG1405	0.0000	0.0068	0.0063	0.0071	0.0072	0.0105	0.0097	0.0103	0.0095	0.0052	0.0035
COG1406	0.1500	0.9689	0.0202	0.9818	0.0165	0.9805	0.0109	0.9649	0.0183	0.9063	0.0808
COG1407	0.0000	0.0240	0.0181	0.0577	0.0364	0.0158	0.0131	0.0200	0.0120	0.0158	0.0115
COG1408	0.0000	0.6636	0.1533	0.6837	0.1866	0.4413	0.1056	0.2201	0.0456	0.1555	0.0805
COG1409	0.0000	0.7078	0.1393	0.7238	0.1553	0.4749	0.1465	0.2574	0.0739	0.2297	0.0440
COG1410	0.0200	0.9779	0.0108	0.9900	0.0045	0.9913	0.0056	0.7982	0.0388	0.2165	0.1210
COG1411	0.0000	0.0086	0.0153	0.0110	0.0166	0.0071	0.0126	0.0073	0.0084	0.0042	0.0050
COG1412	0.0000	0.0006	0.0003	0.0005	0.0003	0.0008	0.0004	0.0012	0.0004	0.0019	0.0007
COG1413	0.0000	0.8371	0.1140	0.8596	0.1179	0.7563	0.1307	0.5664	0.1975	0.3425	0.1588
COG1414	0.0100	0.9870	0.0071	0.9981	0.0016	0.7160	0.0867	0.1764	0.0585	0.0468	0.0143
COG1415	0.0400	0.6119	0.2617	0.8517	0.1107	0.9476	0.0388	0.6657	0.1146	0.2064	0.0608
COG1416	0.0000	0.0328	0.0160	0.0275	0.0196	0.0207	0.0086	0.0109	0.0066	0.0041	0.0016
COG1417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG1418	0.0100	0.9820	0.0210	0.9931	0.0079	0.9324	0.0867	0.9055	0.0645	0.8503	0.0456
COG1419	0.0500	0.9956	0.0035	0.9985	0.0014	0.9973	0.0025	0.9872	0.0102	0.7320	0.1974
COG1420	0.0000	0.8973	0.0809	0.9173	0.0565	0.7068	0.2026	0.6618	0.1252	0.4482	0.1753
COG1421	0.0000	0.6444	0.1221	0.6493	0.0860	0.3800	0.1110	0.1924	0.0770	0.0463	0.0130
COG1422	0.0000	0.0003	0.0004	0.0003	0.0005	0.0005	0.0007	0.0007	0.0009	0.0011	0.0020
COG1423	0.0000	0.0344	0.0206	0.0481	0.0257	0.0383	0.0222	0.0488	0.0253	0.0084	0.0041
COG1424	0.0000	0.0262	0.0309	0.0287	0.0228	0.0310	0.0264	0.0354	0.0250	0.0057	0.0035
COG1426	0.0000	0.7837	0.1530	0.7288	0.2039	0.5603	0.2095	0.5179	0.1504	0.4259	0.1518
COG1427	0.0200	0.7893	0.1186	0.9376	0.0484	0.8182	0.1204	0.3450	0.2204	0.0673	0.0416
COG1428	0.0000	0.2779	0.1736	0.2495	0.1987	0.1232	0.0794	0.0963	0.0405	0.0642	0.0270
COG1429	0.0000	0.1696	0.0642	0.1471	0.0698	0.0825	0.0421	0.0755	0.0366	0.0391	0.0099
COG1430	0.0000	0.9315	0.0619	0.9125	0.0695	0.8270	0.0970	0.5977	0.1352	0.4928	0.1496
COG1431	0.0000	0.0489	0.0224	0.0378	0.0198	0.0261	0.0163	0.0142	0.0083	0.0070	0.0042
COG1432	0.0000	0.2793	0.1166	0.2646	0.0979	0.2021	0.0603	0.2130	0.0488	0.1500	0.0315
COG1433	0.0000	0.9843	0.0118	0.9893	0.0144	0.9531	0.0227	0.8055	0.0588	0.4870	0.1354
COG1434	0.0000	0.6172	0.1503	0.5961	0.1462	0.2363	0.0848	0.1545	0.0538	0.0777	0.0257
COG1435	0.0000	0.2019	0.1025	0.1770	0.0856	0.0750	0.0397	0.0327	0.0189	0.1004	0.0744
COG1436	0.0000	0.7944	0.0710	0.8383	0.0686	0.8441	0.0481	0.7774	0.0649	0.3400	0.1484
COG1437	0.1700	0.4793	0.2495	0.7344	0.1683	0.5905	0.2788	0.4112	0.1988	0.5500	0.2118
COG1438	0.0000	0.1067	0.0452	0.0809	0.0457	0.0451	0.0247	0.0193	0.0137	0.0120	0.0092
COG1439	0.0000	0.0192	0.0053	0.0182	0.0059	0.0214	0.0080	0.0172	0.0066	0.0084	0.0029
COG1440	0.0000	0.0462	0.0250	0.0635	0.0429	0.0120	0.0111	0.0042	0.0047	0.0048	0.0048
COG1441	0.0000	0.0043	0.0026	0.0053	0.0027	0.0037	0.0024	0.0038	0.0023	0.0051	0.0046
COG1442	0.0000	0.0250	0.0094	0.0263	0.0134	0.0126	0.0054	0.0147	0.0066	0.0678	0.0392
COG1443	0.0000	0.0460	0.0302	0.0424	0.0199	0.0301	0.0161	0.0429	0.0232	0.0643	0.0292
COG1444	0.0000	0.0070	0.0062	0.0099	0.0104	0.0038	0.0034	0.0030	0.0031	0.0015	0.0022
COG1445	0.0000	0.0871	0.0278	0.1745	0.0742	0.0103	0.0048	0.0035	0.0014	0.0039	0.0020
COG1446	0.0000	0.1773	0.1017	0.3243	0.1609	0.0886	0.0435	0.0283	0.0137	0.0121	0.0084
COG1447	0.0000	0.0618	0.0300	0.0811	0.0463	0.0158	0.0128	0.0066	0.0065	0.0073	0.0059
COG1448	0.0000	0.0186	0.0242	0.0215	0.0304	0.0026	0.0031	0.0017	0.0017	0.0058	0.0054
COG1449	0.0100	0.9774	0.0148	0.9964	0.0021	0.8963	0.0795	0.8766	0.0631	0.7208	0.1285
COG1450	0.0000	0.5487	0.1600	0.6463	0.1742	0.7382	0.1742	0.7521	0.2108	0.5785	0.2057
COG1451	0.0100	0.7933	0.1029	0.9373	0.0409	0.2126	0.0669	0.1690	0.0454	0.2162	0.0791
COG1452	0.0000	0.8977	0.0893	0.8900	0.0991	0.8512	0.0862	0.8414	0.0240	0.8569	0.0382
COG1453	0.0200	0.9237	0.0598	0.9828	0.0188	0.9754	0.0202	0.4487	0.1698	0.1765	0.0754
COG1454	0.0400	0.9826	0.0113	0.9954	0.0041	0.9841	0.0153	0.4844	0.1276	0.2820	0.0843
COG1455	0.0000	0.0879	0.0538	0.1581	0.0781	0.0224	0.0102	0.0131	0.0056	0.0158	0.0040
COG1456	0.0200	0.9872	0.0083	0.9978	0.0014	0.9968	0.0019	0.9482	0.0420	0.1118	0.0481
COG1457	0.0000	0.3037	0.1413	0.4657	0.1760	0.1443	0.0877	0.0320	0.0123	0.0148	0.0071
COG1458	0.0000	0.1805	0.1057	0.1915	0.0987	0.2442	0.1173	0.2693	0.1135	0.0355	0.0261
COG1459	0.0500	0.9811	0.0223	0.9962	0.0042	0.9962	0.0043	0.9960	0.0042	0.8692	0.1383
COG1460	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001
COG1461	0.0000	0.8595	0.0735	0.9063	0.0712	0.3365	0.1196	0.0727	0.0540	0.0777	0.0449
COG1462	0.1500	0.9579	0.0185	0.9889	0.0059	0.9765	0.0142	0.9674	0.0116	0.8938	0.0496
COG1463	0.0000	0.8438	0.1702	0.9355	0.0653	0.8189	0.1828	0.9156	0.0570	0.8812	0.0447
COG1464	0.0000	0.0250	0.0195	0.0275	0.0299	0.0094	0.0084	0.0056	0.0067	0.0137	0.0096
COG1465	0.1700	0.1667	0.1019	0.2262	0.1409	0.4383	0.2061	0.3519	0.1990	0.0630	0.0412
COG1466	0.0000	0.8704	0.0371	0.7719	0.0725	0.8042	0.0548	0.7582	0.0883	0.8217	0.0930
COG1467	0.0000	0.0351	0.0109	0.0436	0.0139	0.0270	0.0079	0.0114	0.0035	0.0065	0.0018
COG1468	0.0300	0.9754	0.0140	0.9936	0.0020	0.9871	0.0039	0.3606	0.1331	0.1563	0.0670
COG1469	0.1000	0.9205	0.0363	0.9550	0.0366	0.9706	0.0238	0.8686	0.0816	0.7985	0.1206
COG1470	0.0000	0.7900	0.0849	0.7293	0.1009	0.6805	0.1439	0.5358	0.1360	0.1829	0.0632
COG1471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0001
COG1472	0.0000	0.4197	0.1409	0.4331	0.1172	0.2588	0.0928	0.3154	0.0799	0.2983	0.0854
COG1473	0.0000	0.7555	0.1395	0.7485	0.1700	0.4346	0.1195	0.2208	0.0490	0.1801	0.0508
COG1474	0.0000	0.0772	0.0287	0.0417	0.0158	0.0451	0.0264	0.0191	0.0074	0.0078	0.0019
COG1475	0.0000	0.8850	0.0637	0.8214	0.0747	0.8014	0.0990	0.8098	0.1055	0.6468	0.1518
COG1476	0.0000	0.1127	0.0649	0.0609	0.0457	0.0711	0.0414	0.1048	0.0591	0.1211	0.0461
COG1477	0.0000	0.9436	0.0333	0.9722	0.0124	0.8182	0.1204	0.5887	0.1279	0.5458	0.1473
COG1478	0.0000	0.0862	0.0783	0.0566	0.0406	0.0951	0.0501	0.0466	0.0344	0.0893	0.0410
COG1479	0.0000	0.3132	0.0555	0.2651	0.0582	0.2119	0.0453	0.1414	0.0414	0.1418	0.0410
COG1480	0.1000	0.9951	0.0032	0.9984	0.0010	0.9986	0.0009	0.9900	0.0064	0.9802	0.0080
COG1481	0.0000	0.4560	0.1860	0.4199	0.1984	0.1969	0.1461	0.0205	0.0231	0.0188	0.0191
COG1482	0.0000	0.5889	0.2003	0.6271	0.1706	0.3309	0.1291	0.0950	0.0272	0.1355	0.0284
COG1483	0.0000	0.6846	0.1248	0.6543	0.1121	0.5886	0.1311	0.1814	0.0633	0.0453	0.0187
COG1484	0.0000	0.5212	0.1530	0.4630	0.1536	0.2548	0.1179	0.1231	0.0460	0.0841	0.0261
COG1485	0.0000	0.0160	0.0488	0.0059	0.0180	0.0102	0.0309	0.0089	0.0257	0.0081	0.0195
COG1486	0.0100	0.8288	0.0594	0.9640	0.0205	0.3320	0.0905	0.1037	0.0626	0.0447	0.0189
COG1487	0.0000	0.6020	0.1200	0.5734	0.1015	0.4803	0.1059	0.3049	0.0676	0.0870	0.0450
COG1488	0.0000	0.9481	0.0323	0.9744	0.0110	0.8530	0.0270	0.6872	0.0719	0.2403	0.0650
COG1489	0.0000	0.7277	0.0317	0.7358	0.0687	0.5893	0.0974	0.4495	0.0814	0.1295	0.0603
COG1490	0.0000	0.9507	0.0327	0.9445	0.0418	0.8607	0.0784	0.6854	0.0755	0.4617	0.0908
COG1491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001
COG1492	0.0000	0.5874	0.1719	0.4754	0.2034	0.1213	0.0679	0.0792	0.0463	0.0164	0.0072
COG1493	0.0000	0.4553	0.1904	0.5365	0.1510	0.1460	0.1814	0.1059	0.0678	0.1619	0.1156
COG1494	0.2100	0.8973	0.0510	0.9536	0.0319	0.6551	0.1155	0.3708	0.1128	0.2658	0.0853
COG1495	0.0000	0.0018	0.0020	0.0021	0.0024	0.0006	0.0007	0.0015	0.0022	0.0030	0.0033
COG1496	0.0000	0.9429	0.0340	0.9714	0.0185	0.8338	0.1074	0.6431	0.1369	0.4378	0.1606
COG1497	0.0200	0.0065	0.0039	0.0226	0.0131	0.0248	0.0178	0.0090	0.0063	0.0025	0.0012
COG1498	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002
COG1499	0.0000	0.1985	0.1756	0.3124	0.2228	0.3319	0.1983	0.2704	0.1149	0.0636	0.0225
COG1500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG1501	0.0000	0.6393	0.1619	0.6439	0.1444	0.3253	0.1228	0.1263	0.0631	0.0639	0.0514
COG1502	0.0000	0.4309	0.1392	0.5603	0.1589	0.3636	0.1167	0.2707	0.0496	0.5324	0.1260
COG1503	0.0000	0.6060	0.1561	0.6354	0.1389	0.3585	0.1452	0.1712	0.0684	0.0335	0.0122
COG1504	0.0000	0.5964	0.1781	0.6997	0.1202	0.7999	0.0822	0.8125	0.0532	0.2713	0.1046
COG1505	0.0000	0.0255	0.0158	0.0260	0.0140	0.0205	0.0097	0.0217	0.0143	0.0321	0.0154
COG1506	0.0000	0.3232	0.0805	0.4039	0.1253	0.2280	0.0939	0.1136	0.0405	0.1294	0.0350
COG1507	0.0100	0.7947	0.1273	0.9157	0.0680	0.5419	0.1374	0.1610	0.1169	0.0698	0.0510
COG1508	0.0000	0.9825	0.0091	0.9870	0.0072	0.9379	0.0238	0.8298	0.1239	0.6860	0.1427
COG1509	0.0000	0.8248	0.0904	0.7987	0.1165	0.6463	0.1354	0.3702	0.0838	0.2655	0.0949
COG1510	0.0000	0.0824	0.0588	0.0768	0.0402	0.0490	0.0363	0.0435	0.0208	0.0157	0.0081
COG1511	0.0000	0.2407	0.1267	0.2222	0.1262	0.1351	0.0904	0.0654	0.0576	0.0423	0.0495
COG1512	0.0000	0.2353	0.0922	0.1943	0.0908	0.2858	0.1010	0.1635	0.0510	0.1388	0.0393
COG1513	0.0000	0.0176	0.0074	0.0165	0.0077	0.0138	0.0062	0.0131	0.0065	0.0077	0.0042
COG1514	0.0000	0.9944	0.0039	0.9955	0.0022	0.9942	0.0041	0.9830	0.0089	0.8011	0.1162
COG1515	0.0800	0.9241	0.0410	0.9831	0.0046	0.9803	0.0070	0.9654	0.0209	0.2785	0.1298
COG1516	0.0100	0.9844	0.0069	0.9952	0.0027	0.9236	0.0533	0.8454	0.1045	0.7070	0.2005
COG1517	0.0000	0.5394	0.1219	0.5591	0.1122	0.3544	0.0800	0.1016	0.0491	0.0321	0.0156
COG1518	0.0300	0.9901	0.0097	0.9979	0.0014	0.9928	0.0035	0.3771	0.1031	0.1472	0.0551
COG1519	0.0000	0.7600	0.2034	0.8408	0.1564	0.6627	0.2524	0.7553	0.1770	0.8607	0.0690
COG1520	0.0000	0.6823	0.1005	0.6066	0.1090	0.7528	0.0907	0.5539	0.1177	0.3876	0.1207
COG1521	0.0000	0.9813	0.0121	0.9790	0.0163	0.9756	0.0141	0.9577	0.0257	0.8640	0.0777
COG1522	0.0000	0.6419	0.1767	0.6035	0.1888	0.6155	0.1479	0.5118	0.1546	0.1824	0.0684
COG1523	0.0100	0.7994	0.1243	0.9760	0.0135	0.3488	0.1532	0.0692	0.0240	0.1087	0.0450
COG1524	0.0000	0.6376	0.1020	0.6406	0.1343	0.3436	0.1394	0.0605	0.0219	0.0718	0.0269
COG1525	0.0000	0.7760	0.0897	0.8276	0.0901	0.7240	0.0841	0.6213	0.0745	0.4684	0.1076
COG1526	0.0000	0.8203	0.0913	0.8738	0.0547	0.7320	0.1266	0.3554	0.1129	0.0434	0.0206
COG1527	0.0200	0.8937	0.0409	0.9607	0.0122	0.9585	0.0118	0.7983	0.0659	0.3966	0.1405
COG1528	0.0100	0.9343	0.0372	0.9895	0.0046	0.6149	0.1080	0.3543	0.0763	0.4347	0.0991
COG1529	0.0300	0.9367	0.0644	0.9855	0.0285	0.6433	0.2281	0.0786	0.0390	0.0655	0.0442
COG1530	0.5000	0.9987	0.0008	0.9993	0.0004	0.9976	0.0025	0.9685	0.0363	0.9232	0.0856
COG1531	0.0000	0.0043	0.0017	0.0057	0.0020	0.0066	0.0025	0.0083	0.0046	0.0021	0.0012
COG1532	0.0000	0.3636	0.1837	0.3171	0.1648	0.3752	0.1923	0.2488	0.1369	0.0065	0.0070
COG1533	0.0400	0.9731	0.0126	0.9953	0.0023	0.9928	0.0033	0.8111	0.0489	0.5503	0.0943
COG1534	0.0000	0.0261	0.0168	0.0259	0.0189	0.0059	0.0053	0.0055	0.0052	0.0137	0.0155
COG1535	0.0000	0.1652	0.0760	0.1401	0.0650	0.0912	0.0472	0.0249	0.0152	0.0102	0.0075
COG1536	0.0100	0.9974	0.0016	0.9993	0.0005	0.9863	0.0078	0.9668	0.0174	0.8967	0.0629
COG1537	0.0000	0.0047	0.0035	0.0041	0.0024	0.0027	0.0013	0.0030	0.0012	0.0031	0.0006
COG1538	0.0000	0.9953	0.0043	0.9965	0.0029	0.9922	0.0080	0.9853	0.0151	0.9768	0.0185
COG1539	0.0000	0.4393	0.1658	0.1582	0.0852	0.1568	0.0919	0.0688	0.0320	0.0590	0.0280
COG1540	0.0100	0.2955	0.1335	0.5545	0.1853	0.0332	0.0156	0.0209	0.0096	0.0096	0.0029
COG1541	0.0300	0.9795	0.0096	0.9944	0.0036	0.9877	0.0076	0.5859	0.1041	0.2415	0.1189
COG1542	0.0000	0.0603	0.0544	0.0479	0.0430	0.0961	0.0781	0.0870	0.0611	0.0140	0.0085
COG1543	0.0000	0.8211	0.1376	0.9046	0.0961	0.8974	0.0940	0.7890	0.0944	0.5548	0.2010
COG1544	0.0000	0.9812	0.0090	0.9809	0.0157	0.9417	0.0280	0.7213	0.1077	0.6505	0.1650
COG1545	0.0000	0.3874	0.0823	0.4189	0.1044	0.1747	0.0751	0.1325	0.0751	0.0453	0.0171
COG1546	0.0000	0.0595	0.0233	0.0482	0.0235	0.0826	0.0445	0.1760	0.0736	0.1852	0.0672
COG1547	0.0000	0.0886	0.0781	0.1289	0.0688	0.0193	0.0143	0.0102	0.0075	0.0076	0.0044
COG1548	0.0000	0.0067	0.0110	0.0112	0.0142	0.0059	0.0100	0.0060	0.0066	0.0059	0.0072
COG1549	0.0000	0.0007	0.0005	0.0011	0.0007	0.0006	0.0004	0.0003	0.0002	0.0002	0.0001
COG1550	0.0000	0.9840	0.0051	0.9811	0.0091	0.9826	0.0127	0.9368	0.0326	0.4292	0.1935
COG1551	0.0000	0.9344	0.0322	0.9544	0.0196	0.9154	0.0477	0.7645	0.1113	0.7496	0.1564
COG1552	0.0000	0.0002	0.0001	0.0002	0.0001	0.0003	0.0001	0.0004	0.0001	0.0003	0.0001
COG1553	0.0000	0.5675	0.1500	0.5933	0.1118	0.5511	0.0879	0.4824	0.1355	0.0838	0.0260
COG1554	0.0000	0.2987	0.0873	0.2114	0.0572	0.2345	0.0794	0.0880	0.0324	0.0628	0.0231
COG1555	0.0000	0.9354	0.0634	0.9176	0.0900	0.8323	0.1414	0.5215	0.1807	0.1932	0.0799
COG1556	0.0000	0.4047	0.1091	0.4726	0.1050	0.0930	0.0656	0.0261	0.0191	0.0081	0.0058
COG1558	0.0200	0.9937	0.0027	0.9980	0.0010	0.9941	0.0028	0.9357	0.0230	0.7761	0.0790
COG1559	0.0000	0.9366	0.0293	0.8789	0.0608	0.8745	0.0578	0.8615	0.0956	0.5047	0.1724
COG1560	0.0000	0.8832	0.0930	0.8852	0.0911	0.7675	0.2302	0.9061	0.0324	0.8278	0.0713
COG1561	0.0000	0.9137	0.0994	0.9014	0.0952	0.8979	0.0766	0.8420	0.1024	0.6419	0.1486
COG1562	0.0000	0.0388	0.0377	0.0222	0.0174	0.0166	0.0124	0.0101	0.0047	0.0173	0.0062
COG1563	0.0200	0.8549	0.0878	0.9462	0.0242	0.9409	0.0229	0.4384	0.0850	0.1745	0.0550
COG1564	0.0000	0.6275	0.1591	0.4914	0.1953	0.2402	0.1524	0.0501	0.0341	0.1292	0.0653
COG1565	0.0000	0.0142	0.0151	0.0166	0.0221	0.0105	0.0103	0.0255	0.0191	0.0156	0.0105
COG1566	0.0000	0.3856	0.1100	0.3718	0.0989	0.2713	0.0498	0.1742	0.0520	0.0590	0.0142
COG1567	0.0000	0.7764	0.0794	0.7966	0.0682	0.5695	0.1138	0.2930	0.0923	0.0755	0.0281
COG1568	0.0000	0.2525	0.1576	0.2239	0.1193	0.2983	0.1566	0.2628	0.1121	0.0493	0.0169
COG1569	0.0000	0.3333	0.1180	0.2444	0.0887	0.3310	0.0964	0.2944	0.0940	0.0970	0.0311
COG1570	0.0000	0.8848	0.1064	0.8767	0.1213	0.7154	0.1599	0.5154	0.1598	0.6948	0.1512
COG1571	0.0000	0.0799	0.0478	0.1093	0.0584	0.0564	0.0298	0.0176	0.0084	0.0048	0.0041
COG1572	0.0000	0.3194	0.1123	0.2963	0.1197	0.2536	0.0892	0.2026	0.0902	0.1658	0.0718
COG1573	0.0000	0.9570	0.0288	0.9775	0.0246	0.9232	0.0421	0.8657	0.0611	0.7685	0.0877
COG1574	0.0000	0.7829	0.0521	0.8423	0.0402	0.5548	0.0892	0.1568	0.0348	0.1334	0.0580
COG1575	0.0000	0.1574	0.0776	0.1084	0.0642	0.0569	0.0214	0.0997	0.0396	0.0806	0.0326
COG1576	0.0100	0.4625	0.1841	0.6838	0.1776	0.1311	0.0832	0.0827	0.0401	0.0883	0.0373
COG1577	0.0000	0.0484	0.0181	0.0558	0.0229	0.0427	0.0183	0.0505	0.0442	0.0509	0.0715
COG1578	0.1800	0.9758	0.0144	0.9935	0.0031	0.9968	0.0014	0.9892	0.0054	0.9128	0.0444
COG1579	0.0000	0.6927	0.1839	0.6463	0.2051	0.7373	0.2025	0.7202	0.1908	0.6266	0.1714
COG1580	0.0000	0.9489	0.0334	0.9303	0.0485	0.9226	0.0378	0.8130	0.0673	0.5588	0.1606
COG1581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0003	0.0003	0.0004	0.0003
COG1582	0.0000	0.9135	0.0538	0.9228	0.0682	0.7885	0.1097	0.5415	0.1466	0.4945	0.1769
COG1583	0.0000	0.8895	0.0790	0.8566	0.0686	0.8677	0.0791	0.3174	0.1789	0.1089	0.0781
COG1584	0.0600	0.6276	0.1479	0.8499	0.0765	0.7194	0.1133	0.3587	0.1112	0.0389	0.0191
COG1585	0.0000	0.4305	0.1933	0.4512	0.1562	0.2680	0.1555	0.1329	0.1120	0.2147	0.1681
COG1586	0.0000	0.9313	0.0707	0.9264	0.0801	0.8919	0.1017	0.9091	0.0596	0.5348	0.0815
COG1587	0.0300	0.0069	0.0099	0.0117	0.0199	0.0132	0.0090	0.0044	0.0057	0.0073	0.0084
COG1588	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0001
COG1589	0.0000	0.6874	0.0899	0.5426	0.1593	0.6394	0.1121	0.5121	0.1211	0.3302	0.1209
COG1590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.0001	0.0003	0.0002
COG1591	0.0000	0.0214	0.0121	0.0145	0.0061	0.0140	0.0063	0.0146	0.0047	0.0164	0.0060
COG1592	0.0000	0.9578	0.0291	0.9515	0.0297	0.9345	0.0349	0.8184	0.0450	0.6789	0.1150
COG1593	0.0000	0.9180	0.0392	0.9400	0.0429	0.6532	0.1276	0.4357	0.1389	0.2374	0.1033
COG1594	0.0000	0.0060	0.0020	0.0030	0.0012	0.0067	0.0037	0.0060	0.0032	0.0073	0.0042
COG1595	0.0000	0.9902	0.0054	0.9871	0.0067	0.9455	0.0278	0.7712	0.1035	0.6821	0.1251
COG1596	0.0000	0.8238	0.0969	0.7769	0.1271	0.8277	0.1102	0.6123	0.1613	0.3848	0.1558
COG1597	0.0000	0.5267	0.1083	0.5838	0.1527	0.3571	0.1082	0.1663	0.0576	0.1116	0.0457
COG1598	0.0000	0.7381	0.0879	0.7059	0.0964	0.7323	0.0881	0.5681	0.0974	0.2364	0.0876
COG1599	0.0000	0.0002	0.0002	0.0002	0.0002	0.0004	0.0006	0.0006	0.0009	0.0008	0.0011
COG1600	0.0000	0.7858	0.0621	0.6514	0.0914	0.3426	0.1235	0.2735	0.1061	0.0930	0.0502
COG1601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002	0.0002
COG1602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001
COG1603	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0001	0.0002
COG1604	0.0000	0.8329	0.0991	0.8442	0.0660	0.5280	0.1029	0.1549	0.0717	0.0332	0.0155
COG1605	0.0000	0.0598	0.0810	0.0520	0.0516	0.0184	0.0258	0.0185	0.0203	0.0178	0.0139
