COG_ID	input_prob	mean_actual	sd_actual	mean_>0	sd_>0	mean_>0.01	sd_>0.01	mean_>0.04	sd_>0.04	mean_>0.099	sd_>0.099
COG1422	0.0000	0.0007	0.0015	0.0002	0.0006	0.0008	0.0018	0.0007	0.0014	0.0007	0.0015
COG1423	0.0000	0.0719	0.1207	0.2626	0.1545	0.0860	0.1111	0.0518	0.0831	0.0516	0.1058
COG1424	0.0000	0.1054	0.0904	0.1389	0.1202	0.0688	0.0695	0.0593	0.0557	0.0530	0.0497
COG1426	0.9993	0.9382	0.0634	0.9780	0.0283	0.9335	0.0698	0.9454	0.0654	0.9576	0.0468
COG1427	0.9998	0.9925	0.0177	0.9912	0.0220	0.9848	0.0395	0.9905	0.0239	0.9929	0.0163
COG1428	0.9879	0.6875	0.1824	0.9884	0.0153	0.6149	0.2420	0.5297	0.2242	0.5812	0.2399
COG1429	0.0000	0.0191	0.0357	0.6289	0.2727	0.2588	0.2442	0.0908	0.1191	0.0524	0.0935
COG1430	1.0000	0.9815	0.0259	0.9962	0.0044	0.9870	0.0147	0.9884	0.0127	0.9819	0.0197
COG1431	0.0000	0.1457	0.1025	0.4084	0.1465	0.1875	0.0921	0.1239	0.0961	0.1033	0.0942
COG1432	1.0000	0.7962	0.1312	0.9637	0.0531	0.8864	0.0816	0.8229	0.1290	0.8049	0.1174
COG1433	1.0000	0.9982	0.0044	1.0000	0.0000	0.9996	0.0011	0.9992	0.0022	0.9989	0.0030
COG1434	1.0000	0.8551	0.0898	0.9297	0.0648	0.9008	0.0589	0.8494	0.1061	0.8974	0.0915
COG1435	0.5570	0.2840	0.3163	0.5400	0.2844	0.5787	0.3205	0.6678	0.2837	0.6249	0.3168
COG1436	0.9897	0.9894	0.0181	0.9942	0.0096	0.9844	0.0216	0.9869	0.0220	0.9795	0.0354
COG1437	0.6366	0.3259	0.2704	0.4536	0.2731	0.2363	0.2563	0.2838	0.2473	0.3285	0.2684
COG1438	0.1671	0.1719	0.1945	0.5110	0.2737	0.3242	0.2794	0.3817	0.2972	0.3536	0.2946
COG1439	0.0000	0.0882	0.0201	0.1985	0.0797	0.1027	0.0382	0.0868	0.0314	0.0630	0.0223
COG1440	0.0000	0.0065	0.0045	0.1909	0.2075	0.0109	0.0094	0.0039	0.0031	0.0021	0.0015
COG1441	0.0000	0.0050	0.0039	0.0268	0.0232	0.0070	0.0049	0.0034	0.0028	0.0037	0.0031
COG1442	0.0000	0.0006	0.0005	0.0009	0.0007	0.0012	0.0012	0.0014	0.0013	0.0018	0.0015
COG1443	0.0018	0.0099	0.0114	0.0185	0.0248	0.0081	0.0136	0.0056	0.0088	0.0073	0.0114
COG1444	0.0000	0.0040	0.0065	0.0080	0.0072	0.0042	0.0064	0.0055	0.0103	0.0065	0.0130
COG1445	0.6108	0.2598	0.2184	0.6925	0.2272	0.4165	0.2341	0.3663	0.2272	0.3240	0.2114
COG1446	0.0088	0.3278	0.2397	0.8944	0.0741	0.3924	0.2936	0.1863	0.1854	0.0865	0.1086
COG1447	0.0000	0.0164	0.0197	0.2880	0.2541	0.0189	0.0149	0.0081	0.0067	0.0043	0.0029
COG1448	0.0000	0.0168	0.0485	0.0512	0.0952	0.0208	0.0591	0.0170	0.0460	0.0094	0.0259
COG1449	1.0000	0.9956	0.0041	0.9921	0.0098	0.9826	0.0205	0.9883	0.0126	0.9929	0.0059
COG1450	1.0000	0.9221	0.0857	0.9840	0.0175	0.8098	0.2063	0.8802	0.1365	0.9182	0.0874
COG1451	1.0000	0.4484	0.2768	0.7081	0.2936	0.5488	0.3101	0.5073	0.2694	0.5114	0.2440
COG1452	1.0000	0.9704	0.0556	0.9380	0.1083	0.9715	0.0491	0.9787	0.0360	0.9900	0.0192
COG1453	1.0000	0.9627	0.0459	0.9873	0.0187	0.9792	0.0337	0.9663	0.0462	0.9190	0.0754
COG1454	1.0000	0.8455	0.1384	0.9811	0.0184	0.9502	0.0492	0.9027	0.0784	0.8862	0.0913
COG1455	0.0000	0.0120	0.0163	0.1273	0.1222	0.0111	0.0121	0.0092	0.0093	0.0059	0.0052
COG1456	0.9977	0.9997	0.0003	0.9998	0.0002	0.9997	0.0003	0.9985	0.0011	0.9920	0.0084
COG1457	0.2103	0.1861	0.1848	0.7487	0.1501	0.5762	0.2690	0.4133	0.2605	0.2208	0.2629
COG1458	0.0000	0.2668	0.0967	0.3844	0.1415	0.2222	0.0792	0.1962	0.0608	0.1672	0.0712
COG1459	1.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000
COG1460	0.0000	0.0016	0.0014	0.0012	0.0010	0.0018	0.0028	0.0013	0.0018	0.0013	0.0015
COG1461	0.8419	0.7923	0.2509	0.9091	0.2742	0.9224	0.1143	0.9101	0.1052	0.9361	0.0788
COG1462	0.9998	0.9677	0.0206	0.9829	0.0083	0.9647	0.0213	0.9619	0.0228	0.9634	0.0226
COG1463	1.0000	0.8994	0.1634	0.8710	0.2073	0.9060	0.1559	0.9024	0.1424	0.9541	0.0755
COG1464	0.0024	0.0026	0.0079	0.0908	0.2720	0.0137	0.0429	0.0030	0.0090	0.0011	0.0031
COG1465	0.0030	0.4013	0.1310	0.7262	0.1786	0.1681	0.0801	0.1255	0.0426	0.1001	0.0450
COG1466	1.0000	0.9677	0.0305	0.9765	0.0237	0.9771	0.0281	0.9808	0.0265	0.9840	0.0186
COG1467	0.0000	0.0476	0.0176	0.1321	0.0652	0.0585	0.0228	0.0328	0.0166	0.0278	0.0131
COG1468	0.9998	0.9970	0.0063	0.9999	0.0002	0.9980	0.0039	0.9980	0.0040	0.9979	0.0041
COG1469	0.9993	0.6372	0.2376	0.3728	0.3600	0.6719	0.2334	0.8473	0.1268	0.8287	0.1358
COG1470	1.0000	0.9281	0.1687	0.9998	0.0003	0.9810	0.0480	0.9746	0.0548	0.9406	0.1225
COG1471	0.0000	0.0023	0.0029	0.0013	0.0017	0.0030	0.0061	0.0022	0.0040	0.0022	0.0033
COG1472	1.0000	0.5646	0.2831	0.8760	0.1274	0.7478	0.2325	0.5936	0.3102	0.5701	0.3045
COG1473	1.0000	0.7960	0.1748	0.9917	0.0113	0.9416	0.0737	0.9168	0.0663	0.8643	0.0981
COG1474	0.0000	0.0804	0.0294	0.2252	0.1069	0.1204	0.0480	0.0918	0.0522	0.0755	0.0649
COG1475	1.0000	0.9942	0.0054	0.9975	0.0028	0.9944	0.0054	0.9891	0.0106	0.9856	0.0146
COG1476	1.0000	0.3247	0.2479	0.6350	0.2505	0.4011	0.2548	0.4309	0.2229	0.3778	0.2347
COG1477	1.0000	0.9954	0.0045	0.9999	0.0002	0.9985	0.0019	0.9983	0.0020	0.9942	0.0050
COG1478	0.0706	0.0503	0.0485	0.1983	0.1975	0.0748	0.0685	0.0781	0.0830	0.0029	0.0031
COG1479	0.9998	0.7998	0.1157	0.9642	0.0361	0.8305	0.1176	0.8255	0.1058	0.7859	0.1226
COG1480	1.0000	0.9987	0.0037	1.0000	0.0000	0.9996	0.0012	0.9995	0.0015	0.9988	0.0034
COG1481	0.8415	0.6977	0.3914	0.7969	0.3939	0.8038	0.3653	0.8282	0.3121	0.7329	0.3702
COG1482	1.0000	0.6709	0.2944	0.8841	0.2993	0.7469	0.3081	0.6963	0.2954	0.6758	0.3051
COG1483	0.0542	0.8512	0.1012	0.9792	0.0104	0.9525	0.0433	0.9564	0.0387	0.5852	0.1508
COG1484	0.9997	0.7757	0.2179	0.9785	0.0500	0.8507	0.2226	0.8032	0.2197	0.7421	0.2173
COG1485	0.0000	0.0023	0.0070	0.0013	0.0038	0.0040	0.0121	0.0048	0.0143	0.0064	0.0195
COG1486	0.7964	0.8759	0.2094	0.9977	0.0057	0.9599	0.0849	0.8702	0.1745	0.7348	0.2031
COG1487	1.0000	0.9991	0.0006	1.0000	0.0000	0.9997	0.0003	0.9995	0.0007	0.9978	0.0021
COG1488	0.9998	0.9887	0.0254	0.9999	0.0003	0.9826	0.0452	0.9809	0.0448	0.9780	0.0473
COG1489	0.9897	0.9576	0.0375	0.9740	0.0430	0.9441	0.0562	0.8978	0.0895	0.9041	0.0936
COG1490	1.0000	0.9866	0.0239	0.9999	0.0002	0.9942	0.0114	0.9932	0.0102	0.9888	0.0142
COG1491	0.0000	0.0026	0.0026	0.0022	0.0020	0.0032	0.0054	0.0022	0.0036	0.0023	0.0032
COG1492	0.9894	0.2021	0.2723	0.7343	0.2870	0.7027	0.2753	0.4003	0.2915	0.3273	0.3008
COG1493	0.9946	0.8860	0.1569	0.9818	0.0298	0.9329	0.0941	0.8360	0.1828	0.8734	0.1549
COG1494	0.9994	0.9071	0.1120	0.9591	0.0369	0.8555	0.0963	0.9099	0.0815	0.9316	0.0564
COG1495	0.0000	0.0003	0.0007	0.0002	0.0004	0.0003	0.0010	0.0003	0.0007	0.0005	0.0010
COG1496	1.0000	0.9801	0.0212	0.9968	0.0039	0.9865	0.0142	0.9664	0.0279	0.9870	0.0094
COG1497	0.0000	0.0550	0.0261	0.1165	0.0931	0.0518	0.0278	0.0377	0.0194	0.0349	0.0165
COG1498	0.0000	0.0014	0.0016	0.0017	0.0016	0.0013	0.0023	0.0011	0.0019	0.0011	0.0016
COG1499	0.0778	0.6639	0.2007	0.5944	0.2370	0.6965	0.2415	0.7304	0.2183	0.2536	0.1674
COG1500	0.0000	0.0030	0.0029	0.0024	0.0022	0.0037	0.0061	0.0026	0.0041	0.0026	0.0035
COG1501	0.9998	0.8275	0.1475	0.9919	0.0085	0.9398	0.0773	0.9012	0.1013	0.8026	0.1306
COG1502	1.0000	0.8435	0.1148	0.9552	0.0443	0.8293	0.1184	0.8479	0.1113	0.8844	0.0931
COG1503	0.2971	0.9056	0.0675	0.9886	0.0159	0.9687	0.0304	0.9354	0.0528	0.9072	0.0791
COG1504	0.0187	0.9085	0.0552	0.9819	0.0195	0.9577	0.0397	0.5906	0.1663	0.5564	0.1568
COG1505	0.6197	0.0941	0.2184	0.3379	0.2833	0.1434	0.2679	0.1858	0.2606	0.1284	0.2426
COG1506	1.0000	0.7546	0.3326	0.9983	0.0029	0.8608	0.2398	0.8290	0.2458	0.6954	0.3135
COG1507	0.2550	0.7546	0.1729	0.9239	0.0908	0.8477	0.1390	0.8939	0.0911	0.8840	0.0955
COG1508	1.0000	0.9938	0.0084	1.0000	0.0001	0.9973	0.0054	0.9926	0.0096	0.9895	0.0111
COG1509	1.0000	0.9726	0.0469	0.9999	0.0002	0.9947	0.0075	0.9927	0.0106	0.9899	0.0127
COG1510	0.0000	0.1328	0.2630	0.5098	0.2741	0.1514	0.2703	0.1325	0.2758	0.1279	0.2648
COG1511	0.9999	0.3824	0.2517	0.5588	0.2229	0.6135	0.2579	0.5227	0.2351	0.4327	0.2378
COG1512	1.0000	0.6542	0.2127	0.4123	0.3397	0.7057	0.1868	0.7787	0.1474	0.7228	0.1579
COG1513	0.0000	0.0045	0.0027	0.0101	0.0080	0.0072	0.0074	0.0039	0.0029	0.0043	0.0022
COG1514	1.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0001
COG1515	0.9985	0.9666	0.0380	0.9864	0.0098	0.9695	0.0412	0.9624	0.0503	0.9600	0.0462
COG1516	1.0000	0.9990	0.0020	0.9997	0.0004	0.9989	0.0021	0.9990	0.0016	0.9990	0.0016
COG1517	0.0097	0.7585	0.2186	0.9737	0.0475	0.5620	0.2074	0.3726	0.2015	0.3013	0.2169
COG1518	1.0000	0.9997	0.0006	1.0000	0.0000	0.9999	0.0002	0.9999	0.0002	0.9997	0.0006
COG1519	1.0000	0.5840	0.3333	0.7224	0.3215	0.5819	0.3393	0.4415	0.3488	0.6233	0.3073
COG1520	1.0000	0.8516	0.1247	0.9982	0.0023	0.9116	0.1091	0.9049	0.1107	0.7845	0.1442
COG1521	1.0000	0.9992	0.0016	0.9999	0.0003	0.9991	0.0013	0.9996	0.0007	0.9993	0.0012
COG1522	1.0000	0.5934	0.2099	0.6874	0.2064	0.7988	0.1360	0.7437	0.1534	0.6057	0.2278
COG1523	1.0000	0.8623	0.2011	0.9936	0.0100	0.9648	0.0857	0.9445	0.1201	0.9359	0.1388
COG1524	0.9999	0.7237	0.2784	0.9907	0.0190	0.8447	0.1990	0.6377	0.2702	0.5216	0.2765
COG1525	0.9999	0.8672	0.1241	0.8504	0.0795	0.8502	0.1013	0.8576	0.0945	0.9035	0.0818
COG1526	0.9923	0.7842	0.1379	0.7061	0.2074	0.8356	0.1201	0.7508	0.1380	0.7093	0.1348
COG1527	0.9996	0.9928	0.0152	0.9983	0.0023	0.9884	0.0187	0.9904	0.0196	0.9876	0.0218
COG1528	1.0000	0.9849	0.0181	0.9956	0.0036	0.9844	0.0134	0.9588	0.0205	0.9807	0.0091
COG1529	1.0000	0.9788	0.0305	1.0000	0.0001	0.9892	0.0223	0.9550	0.0785	0.9591	0.0671
COG1530	0.9998	0.9986	0.0024	0.9971	0.0067	0.9995	0.0010	0.9994	0.0010	0.9989	0.0018
COG1531	0.0000	0.0453	0.0131	0.1038	0.0622	0.0417	0.0165	0.0274	0.0079	0.0255	0.0076
COG1532	0.0000	0.5114	0.2109	0.6280	0.2243	0.5238	0.2006	0.4140	0.1804	0.3061	0.1881
COG1533	1.0000	0.9987	0.0012	0.9999	0.0002	0.9993	0.0014	0.9961	0.0043	0.9958	0.0043
COG1534	0.0218	0.1154	0.1652	0.4159	0.3206	0.2066	0.2438	0.0183	0.0303	0.0166	0.0291
COG1535	0.0000	0.1469	0.1474	0.3444	0.1591	0.1716	0.1639	0.1522	0.1775	0.1554	0.1757
COG1536	1.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000
COG1537	0.0000	0.0116	0.0043	0.0554	0.0331	0.0096	0.0032	0.0084	0.0035	0.0064	0.0025
COG1538	1.0000	0.9982	0.0030	0.9999	0.0001	0.9991	0.0015	0.9990	0.0015	0.9994	0.0010
COG1539	0.9998	0.5262	0.2978	0.6939	0.3183	0.6599	0.2632	0.6172	0.2472	0.4978	0.2418
COG1540	0.1183	0.0296	0.0766	0.1212	0.2487	0.3631	0.3016	0.4394	0.2730	0.3963	0.2775
COG1541	1.0000	0.9778	0.0177	0.9965	0.0042	0.9620	0.0367	0.9716	0.0249	0.9714	0.0260
COG1542	0.0000	0.2445	0.0810	0.3758	0.1653	0.1721	0.0725	0.1695	0.0585	0.1750	0.0568
COG1543	1.0000	0.9756	0.0703	0.9962	0.0050	0.9811	0.0490	0.9704	0.0780	0.9753	0.0577
COG1544	1.0000	0.9921	0.0051	0.9985	0.0015	0.9957	0.0043	0.9932	0.0052	0.9920	0.0067
COG1545	0.9614	0.8643	0.1784	0.9192	0.0454	0.8038	0.1639	0.7802	0.1774	0.7460	0.1898
COG1546	1.0000	0.0088	0.0123	0.0009	0.0015	0.0066	0.0093	0.0100	0.0095	0.0164	0.0129
COG1547	0.9004	0.5499	0.2508	0.6295	0.1799	0.6472	0.2556	0.6161	0.2595	0.7181	0.2368
COG1548	0.0000	0.0021	0.0025	0.0015	0.0020	0.0026	0.0034	0.0023	0.0031	0.0021	0.0024
COG1549	0.0000	0.0035	0.0025	0.0081	0.0073	0.0046	0.0042	0.0037	0.0038	0.0031	0.0029
COG1550	0.9998	0.9998	0.0005	1.0000	0.0000	0.9998	0.0006	0.9992	0.0024	0.9984	0.0046
COG1551	1.0000	0.9977	0.0030	0.9991	0.0009	0.9978	0.0027	0.9979	0.0030	0.9977	0.0034
COG1552	0.0000	0.0013	0.0008	0.0009	0.0005	0.0012	0.0011	0.0012	0.0010	0.0011	0.0008
COG1553	0.9990	0.9491	0.0288	0.9573	0.0300	0.9443	0.0300	0.9396	0.0305	0.9155	0.0515
COG1554	0.1154	0.4381	0.2396	0.9507	0.0986	0.8118	0.2149	0.7593	0.1851	0.5498	0.2197
COG1555	1.0000	0.9858	0.0188	0.9981	0.0029	0.9946	0.0077	0.9966	0.0034	0.9905	0.0090
COG1556	0.2510	0.0788	0.0660	0.8056	0.2671	0.3863	0.2517	0.3257	0.2272	0.2578	0.1704
COG1558	1.0000	0.9998	0.0003	0.9999	0.0001	0.9996	0.0013	0.9999	0.0002	0.9998	0.0003
COG1559	1.0000	0.9990	0.0009	0.9998	0.0003	0.9994	0.0007	0.9989	0.0009	0.9966	0.0031
COG1560	1.0000	0.8139	0.1860	0.8340	0.3290	0.7066	0.2618	0.8375	0.1167	0.8531	0.1155
COG1561	1.0000	0.9873	0.0185	0.9943	0.0083	0.9820	0.0238	0.9711	0.0347	0.9877	0.0167
COG1562	0.9963	0.0718	0.1765	0.0729	0.1902	0.1070	0.2591	0.1041	0.2088	0.1038	0.2101
COG1563	0.1945	0.9498	0.0560	0.9924	0.0087	0.9915	0.0099	0.9902	0.0140	0.9905	0.0169
COG1564	0.9078	0.8200	0.2191	0.9142	0.1332	0.7869	0.1927	0.8208	0.1662	0.8319	0.1605
COG1565	0.0034	0.0489	0.1079	0.0705	0.1866	0.0276	0.0491	0.0235	0.0410	0.0230	0.0427
COG1566	0.9993	0.4199	0.2588	0.6072	0.2969	0.4121	0.2652	0.4667	0.2371	0.5138	0.2220
COG1567	0.0095	0.9330	0.1190	0.9949	0.0034	0.8835	0.1451	0.7190	0.2061	0.6857	0.2189
COG1568	0.0000	0.4595	0.2155	0.7330	0.2311	0.4380	0.2257	0.3271	0.1838	0.3128	0.1640
COG1569	0.9993	0.9803	0.0091	0.9927	0.0061	0.9871	0.0067	0.9886	0.0069	0.9753	0.0150
COG1570	1.0000	0.9534	0.0646	0.9619	0.0912	0.9528	0.0849	0.9540	0.0702	0.9624	0.0542
COG1571	0.0000	0.0697	0.0356	0.3480	0.1596	0.0689	0.0315	0.0432	0.0241	0.0335	0.0256
COG1572	1.0000	0.9261	0.1429	0.9988	0.0019	0.9066	0.1590	0.9036	0.1410	0.9233	0.1038
COG1573	1.0000	0.9823	0.0234	0.9949	0.0059	0.9764	0.0213	0.9730	0.0259	0.9734	0.0213
COG1574	0.9997	0.9167	0.1772	0.9966	0.0024	0.9594	0.0838	0.9439	0.1092	0.9116	0.1647
COG1575	0.9967	0.0975	0.1385	0.5590	0.3299	0.1473	0.1894	0.0534	0.0534	0.0560	0.0582
COG1576	0.9992	0.0952	0.0803	0.0555	0.0674	0.1318	0.2729	0.1396	0.2178	0.2338	0.2089
COG1577	0.0028	0.5375	0.3080	0.9986	0.0038	0.2552	0.2731	0.1025	0.2129	0.0442	0.0950
COG1578	0.9999	0.9803	0.0353	0.9950	0.0060	0.9848	0.0216	0.9721	0.0361	0.9694	0.0449
COG1579	1.0000	0.9942	0.0090	0.9985	0.0022	0.9670	0.0414	0.9764	0.0337	0.9844	0.0224
COG1580	0.9999	0.9975	0.0035	0.9979	0.0041	0.9968	0.0051	0.9979	0.0030	0.9966	0.0033
COG1581	0.0000	0.0088	0.0066	0.0077	0.0066	0.0079	0.0118	0.0052	0.0074	0.0052	0.0059
COG1582	1.0000	0.9983	0.0034	0.9997	0.0004	0.9947	0.0142	0.9981	0.0042	0.9982	0.0033
COG1583	0.1661	0.9325	0.1012	0.9940	0.0091	0.9780	0.0312	0.9735	0.0322	0.9666	0.0379
COG1584	0.0090	0.1207	0.0882	0.7272	0.1450	0.1374	0.0970	0.0545	0.0380	0.0367	0.0316
COG1585	1.0000	0.2325	0.2982	0.5475	0.2755	0.3070	0.2766	0.2617	0.2852	0.2553	0.2827
COG1586	1.0000	0.9995	0.0011	0.9999	0.0002	0.9995	0.0009	0.9995	0.0010	0.9994	0.0009
COG1587	1.0000	0.0105	0.0219	0.0036	0.0100	0.0212	0.0556	0.0195	0.0471	0.0278	0.0620
COG1588	0.0000	0.0031	0.0031	0.0024	0.0025	0.0032	0.0050	0.0025	0.0033	0.0022	0.0026
COG1589	1.0000	0.9702	0.0269	0.9140	0.1085	0.9615	0.0470	0.9701	0.0328	0.9637	0.0422
COG1590	0.0000	0.0065	0.0061	0.0070	0.0061	0.0060	0.0081	0.0056	0.0070	0.0056	0.0065
COG1591	0.0000	0.0728	0.0574	0.1187	0.0812	0.0475	0.0366	0.0412	0.0331	0.0388	0.0350
COG1592	1.0000	0.9981	0.0028	0.9982	0.0020	0.9978	0.0026	0.9966	0.0054	0.9947	0.0102
COG1593	0.9992	0.9829	0.0152	0.9994	0.0007	0.9944	0.0054	0.9932	0.0059	0.9970	0.0026
COG1594	0.0011	0.0403	0.0594	0.2820	0.1522	0.0083	0.0086	0.0064	0.0082	0.0071	0.0112
COG1595	0.0000	0.9643	0.0607	0.9994	0.0018	0.9871	0.0369	0.9809	0.0446	0.9564	0.0820
COG1596	1.0000	0.9056	0.0918	0.9886	0.0168	0.9518	0.0595	0.9455	0.0531	0.9591	0.0381
COG1597	1.0000	0.8917	0.0896	0.9767	0.0282	0.8959	0.0999	0.9358	0.0565	0.9005	0.0829
COG1598	1.0000	0.9998	0.0002	0.9999	0.0002	0.9999	0.0001	0.9999	0.0001	0.9996	0.0004
COG1599	0.0000	0.0133	0.0124	0.0140	0.0142	0.0151	0.0240	0.0106	0.0174	0.0111	0.0156
COG1600	0.9999	0.9464	0.0584	0.9975	0.0067	0.9257	0.0792	0.8861	0.1402	0.8495	0.1572
COG1601	0.0000	0.0029	0.0033	0.0021	0.0022	0.0038	0.0066	0.0029	0.0050	0.0029	0.0043
COG1602	0.0000	0.0035	0.0024	0.0042	0.0028	0.0041	0.0053	0.0028	0.0033	0.0027	0.0026
COG1603	0.0000	0.0016	0.0013	0.0023	0.0016	0.0017	0.0019	0.0013	0.0013	0.0011	0.0010
COG1604	0.0000	0.3260	0.2667	0.9038	0.1564	0.3796	0.2471	0.2735	0.2495	0.2077	0.2555
COG1605	1.0000	0.1458	0.2722	0.2237	0.3105	0.1728	0.2857	0.1575	0.2710	0.1467	0.2659
COG1606	1.0000	0.9989	0.0021	0.9999	0.0002	0.9989	0.0023	0.9987	0.0026	0.9979	0.0044
COG1607	0.9998	0.2683	0.2686	0.5134	0.2819	0.4604	0.2513	0.4296	0.2578	0.3709	0.2566
COG1608	0.0000	0.0206	0.0105	0.1252	0.0874	0.0138	0.0062	0.0075	0.0040	0.0083	0.0053
COG1609	1.0000	0.6440	0.2816	0.9750	0.0732	0.8871	0.2038	0.8689	0.1832	0.7233	0.2615
