COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus	anchor_support
COG3604	0.9845	1	1	0.851197	0.106226	0.711692	0.153416	0.516289	0.209641	0.139505	0.334908	2.00205	0.755928	0.7875	0.0139766
COG3605	0.9962	1	1	0.326456	0.291194	0.182119	0.204319	0.0821984	0.104249	0.144338	0.244258	-1.03011	0.459064	0.45625	0.00271493
COG3608	0.9997	1	1	0.416788	0.197679	0.219284	0.145916	0.0993968	0.0701707	0.197504	0.317391	-1.38997	0.724013	0.746875	0.00470226
COG3613	0.0014	1	1	0.126869	0.122849	0.126702	0.122703	0.0444118	0.0385107	0.000167131	0.082457	-1.25128	0.620891	0.7	0.00402091
COG3616	0.0444	1	1	0.368048	0.21774	0.359171	0.216428	0.190899	0.161883	0.00887743	0.177149	-0.541278	0.934169	0.996875	0.000595793
COG3617	0.0018	1	1	0.0956604	0.144466	0.0955091	0.144273	0.0351555	0.0502923	0.000151262	0.0605049	-1.43154	0.268034	0.103125	0.00338235
COG3618	0.0026	1	1	0.00546783	0.00261919	0.00544672	0.00260702	0.00134833	0.000662812	2.11122e-05	0.0041195	-5.631	0.185476	0.065625	0.000459802
COG3619	0.0012	1	1	0.00188762	0.00112694	0.00188413	0.00112484	0.000425509	0.000263145	3.48687e-06	0.00146211	-6.54286	0.0257537	0	7.78139e-05
COG3620	0.9998	1	1	0.719655	0.12736	0.517282	0.208016	0.336333	0.239834	0.202372	0.383321	0.381645	0.869657	0.98125	0.00524439
COG3622	0.0055	1	1	0.105607	0.0927142	0.104948	0.0921213	0.0320229	0.0222953	0.000658967	0.0735842	-2.35967	0.582957	0.621875	0.00144184
COG3629	0.9718	1	1	0.63309	0.252347	0.431851	0.248041	0.238097	0.18813	0.20124	0.394993	0.55717	0.818163	0.934375	0.00510622
COG3630	0.001	1	1	0.0990916	0.0852978	0.0989986	0.0852306	0.041703	0.0451014	9.29758e-05	0.0573886	-0.199392	0.15064	0.04375	0.00160183
COG3631	0.9998	1	1	0.146018	0.241892	0.0744037	0.158002	0.0261008	0.0549043	0.0716147	0.119918	-3.14355	0.885244	0.975	0.000990206
COG3634	1	1	1	0.991321	0.0119244	0.975123	0.0258801	0.945163	0.0339391	0.0161977	0.046158	4.23711	0.642016	0.653125	0.228611
COG3635	0.9993	1	1	0.999162	0.00131729	0.996689	0.00440961	0.986037	0.0202951	0.00247335	0.0131251	5.66885	0.837706	0.9125	0.998526
COG3636	0.0718	1	1	0.228512	0.139936	0.215042	0.134702	0.0908522	0.0900107	0.01347	0.13766	-0.437366	0.504657	0.5125	0.000693324
COG3637	0.9999	1	1	0.228028	0.297658	0.168421	0.278859	0.1225	0.231479	0.0596076	0.105528	-1.32586	0.862538	0.95625	0.00279339
COG3638	0.0125	1	1	0.133006	0.169086	0.131302	0.167645	0.041014	0.0482947	0.0017039	0.0919923	-1.87867	0.697537	0.80625	0.000695112
COG3639	0.0469	1	1	0.130969	0.152652	0.124935	0.147419	0.0413316	0.0438615	0.00603399	0.0896377	-1.86071	0.659738	0.740625	0.00060243
COG3640	0.9625	1	1	0.998581	0.00146028	0.993946	0.00586768	0.971361	0.0255877	0.00463551	0.0272204	5.78633	0.773229	0.8375	0.973289
COG3642	0.0572	1	1	0.0603513	0.0520216	0.056233	0.0481941	0.0179299	0.0150054	0.00411829	0.0424214	-2.13518	0.130533	0.040625	0.00216891
COG3643	0.9919	1	1	0.953179	0.0867668	0.879872	0.138465	0.689235	0.238538	0.0733069	0.263945	3.50782	0.234907	0.16875	0.134629
COG3649	0.8314	1	1	0.947097	0.0241032	0.871235	0.0549771	0.713808	0.1309	0.0758629	0.233289	3.19751	0.766345	0.85625	0.130047
COG3653	0.9982	1	1	0.889376	0.111763	0.767501	0.186019	0.599222	0.214138	0.121875	0.290154	1.39983	0.930915	0.984375	0.0302603
COG3654	0.9992	1	1	0.747115	0.125754	0.543326	0.172611	0.349118	0.208884	0.203789	0.397997	0.325216	0.85814	0.984375	0.00307406
COG3655	0.0452	1	1	0.0171926	0.0422258	0.0160879	0.0393829	0.0035046	0.00753428	0.00110473	0.013688	-5.0963	0.534014	0.521875	0.00197101
COG3657	0.031	1	1	0.197524	0.112876	0.191579	0.110345	0.0703125	0.0634797	0.00594442	0.127211	-0.299653	0.303004	0.175	0.00070596
COG3663	0.0221	1	1	0.00935518	0.00560016	0.00911185	0.00551839	0.00303543	0.00324858	0.000243329	0.00631974	-4.96794	0.157469	0.034375	0.00312339
COG3664	0.1317	1	1	0.628417	0.234795	0.603935	0.238155	0.414217	0.23225	0.0244824	0.2142	1.35017	0.805184	0.934375	0.00154518
COG3666	0.8469	1	1	0.7157	0.157866	0.527571	0.206875	0.323064	0.203564	0.188129	0.392636	0.962339	0.829419	0.93125	0.00181128
COG3668	0.9999	1	1	0.901525	0.0584582	0.80558	0.112692	0.652371	0.190281	0.0959449	0.249154	1.29129	0.973041	1	0.00139197
COG3669	0.0539	1	1	0.391959	0.240878	0.379384	0.23847	0.19514	0.17883	0.0125754	0.196819	0.211732	0.525423	0.55625	0.00345296
COG3675	0.0023	1	1	0.226277	0.131442	0.225822	0.131222	0.0848232	0.0502925	0.000455007	0.141454	-0.0915563	0.433083	0.41875	0.00150138
COG3677	0.9998	1	1	0.587648	0.180015	0.366494	0.209409	0.204396	0.183623	0.221154	0.383252	-0.179781	0.817949	0.90625	0.00329789
COG3678	0.9989	1	1	0.687625	0.151703	0.472203	0.211352	0.286972	0.233025	0.215422	0.400653	0.914594	0.808535	0.88125	0.0010524
COG3679	0.0011	1	1	0.290622	0.238859	0.290442	0.238772	0.139794	0.138536	0.000180125	0.150827	-0.0324384	0.0499058	0	0.00734452
COG3681	0.0455	1	1	0.174823	0.102688	0.168142	0.0997194	0.0718426	0.0536345	0.00668159	0.102981	-0.360365	0.134836	0.01875	0.0278674
COG3682	0.4266	1	1	0.260858	0.271715	0.201162	0.251681	0.103292	0.171731	0.0596961	0.157565	-1.32219	0.82497	0.91875	0.00245946
COG3683	0.0021	1	1	0.173376	0.274585	0.173183	0.274358	0.0845885	0.144487	0.000192523	0.0887875	0.254314	0.131818	0.05	0.00190617
COG3684	0.0094	1	1	0.181834	0.122495	0.180142	0.121664	0.0604587	0.047797	0.0016927	0.121376	8.34201e-05	0.0976012	0.0125	0.00279692
COG3688	0.9151	1	1	0.890039	0.124852	0.78612	0.18213	0.58579	0.198406	0.103919	0.304249	1.86479	0.645094	0.65	0.0119517
COG3693	0.7799	1	1	0.360124	0.255992	0.234146	0.270376	0.151127	0.275918	0.125978	0.208997	-0.319239	0.825306	0.90625	0.00467798
COG3694	0.8069	1	1	0.78129	0.292605	0.617274	0.349033	0.490748	0.350467	0.164017	0.290542	1.58179	0.886467	0.934375	0.000625414
COG3695	0.1437	1	1	0.0225738	0.013906	0.0192185	0.0121414	0.00698798	0.00609828	0.00335528	0.0155858	-4.14694	0.838386	0.9375	0.00186457
COG3696	1	1	1	0.887791	0.0810345	0.773381	0.137805	0.621333	0.195846	0.114409	0.266457	1.42339	0.939577	1	0.00191615
COG3700	0.0187	1	1	0.320646	0.223358	0.316787	0.222633	0.148958	0.147805	0.00385931	0.171688	2.86677	0.060112	0	0.000821128
COG3705	0.9979	1	1	0.568567	0.265702	0.391017	0.269353	0.226758	0.207787	0.177549	0.341809	-0.75611	0.478195	0.471875	0.0121504
COG3707	0.6351	1	1	0.648245	0.281458	0.541582	0.290469	0.373888	0.260768	0.106663	0.274357	0.0362452	0.798459	0.85	0.00400635
COG3708	0.0318	1	1	0.0653936	0.0356846	0.0629261	0.0340755	0.0194921	0.0107598	0.00246745	0.0459014	-1.8467	0.48049	0.4875	0.00400553
COG3710	0.0128	1	1	0.0202648	0.0374461	0.0198914	0.0367181	0.00473618	0.00783817	0.000373382	0.0155286	-2.98071	0.055002	0	4.61012e-05
COG3711	0.0043	1	1	0.0261444	0.0514463	0.0259898	0.0511192	0.00587026	0.00919135	0.000154641	0.0202741	-2.96457	0.0709158	0	0.000485766
COG3712	0.9807	1	1	0.291892	0.239441	0.172007	0.25372	0.104984	0.194454	0.119885	0.186908	-0.515884	0.77561	0.84375	0.00050067
COG3713	0.001	1	1	0.0641052	0.124725	0.064039	0.124599	0.0193183	0.0367166	6.62878e-05	0.044787	-2.12174	0.107406	0.003125	0.000568983
COG3714	0.0056	1	1	0.188732	0.168407	0.187891	0.168043	0.0771828	0.0817181	0.000840753	0.111549	-0.853053	0.591827	0.640625	0.00158961
COG3715	0.9894	1	1	0.635138	0.280896	0.356966	0.226119	0.130053	0.10363	0.278172	0.505085	0.461083	0.454872	0.484375	0.00198076
COG3716	0.9934	1	1	0.692182	0.257467	0.390052	0.229416	0.123234	0.119489	0.30213	0.568948	0.41014	0.429442	0.434375	0.00319722
COG3718	0.0602	1	1	0.268127	0.194583	0.256044	0.188995	0.106244	0.0856137	0.0120836	0.161883	-0.495514	0.489594	0.490625	0.00505184
COG3735	0.0033	1	1	0.12535	0.256911	0.125178	0.256794	0.0795489	0.191288	0.000172049	0.0458007	-0.790174	0.285666	0.175	0.00107324
COG3738	0.001	1	1	0.142564	0.191341	0.142445	0.191248	0.053114	0.0776828	0.000118688	0.08945	-0.12412	0.177852	0.046875	0.00124706
COG3743	0.002	1	1	0.0540986	0.0755464	0.0539747	0.0753554	0.0170256	0.0198133	0.000123903	0.0370729	-2.03584	0.458122	0.440625	0.00257338
COG3744	0.9983	1	1	0.938718	0.0670041	0.8398	0.159781	0.697783	0.20993	0.0989172	0.240935	2.46496	0.850178	0.94375	0.000978598
COG3745	0.9999	1	1	0.940406	0.133106	0.868384	0.216906	0.807141	0.279053	0.0720221	0.133265	2.11261	0.970826	0.9875	0.780854
COG3746	0.9994	1	1	0.420024	0.229139	0.242901	0.194605	0.129903	0.175124	0.177123	0.290121	-0.485379	0.278726	0.228125	0.00351579
COG3748	0.0016	1	1	0.00799313	0.0130351	0.00797701	0.0130081	0.0026781	0.00493391	1.61231e-05	0.00531503	-4.5662	0.00214206	0	0.000397313
COG3752	0.0233	1	1	0.053128	0.0287816	0.0513598	0.0278478	0.0136342	0.00755762	0.00176815	0.0394937	-2.80445	0.250746	0.13125	0.00281101
COG3754	0.0012	1	1	0.0275428	0.0291663	0.0274869	0.0290987	0.00538805	0.00366836	5.58943e-05	0.0221547	-2.60334	0.0409127	0	0.00186613
COG3755	0.0013	1	1	0.125901	0.263825	0.125833	0.263792	0.0830325	0.208326	6.73234e-05	0.0428681	-0.405236	0.344376	0.25	0.000369605
COG3757	0.0339	1	1	0.000521386	0.0010656	0.000508982	0.00105267	0.000285104	0.000742082	1.24038e-05	0.000236282	-7.05901	0.0215327	0	0.00132721
COG3762	0.0418	1	1	0.221474	0.173237	0.21444	0.170121	0.0956782	0.0829138	0.00703397	0.125795	-0.418876	0.2914	0.203125	0.000297442
COG3764	0.003	1	1	0.0038402	0.00545306	0.00382568	0.00543214	0.00114439	0.00156532	1.45137e-05	0.0026958	-6.00885	0.0707488	0	0.00605218
COG3769	0.0012	1	1	0.3577	0.205474	0.357441	0.205402	0.157156	0.123259	0.000259638	0.200544	1.16506	0.0533781	0.003125	0.0113912
COG3774	0.0015	1	1	0.00141056	0.000606725	0.00140789	0.000605436	0.000446221	0.000330471	2.67336e-06	0.000964341	-5.71544	0.0394027	0	0.00122688
COG3784	0.0036	1	1	0.179744	0.100596	0.179176	0.10026	0.0745385	0.0513155	0.000567988	0.105205	-0.231459	0.123142	0.00625	0.00100173
COG3786	0.0251	1	1	0.0403994	0.108631	0.0393069	0.105764	0.0103783	0.0272861	0.00109248	0.0300211	-2.97292	0.0563489	0	0.00108563
COG3791	0.0011	1	1	0.0269117	0.0597892	0.0268732	0.059705	0.00675781	0.0145955	3.85027e-05	0.0201539	-3.91467	0.192784	0.05	0.000873131
COG3793	0.0011	1	1	0.144753	0.157321	0.144613	0.157205	0.0520015	0.0574149	0.000140056	0.0927513	-0.831723	0.360896	0.284375	0.000555778
COG3794	1	1	1	0.417366	0.207028	0.201325	0.149595	0.0797137	0.0710553	0.216041	0.337652	-1.58239	0.778206	0.834375	0.0053601
COG3795	0.104	1	1	0.0405352	0.0591397	0.035251	0.0511583	0.00886464	0.0106894	0.00528415	0.0316705	-3.50223	0.580496	0.625	0.000319913
COG3799	0.0014	1	1	0.385146	0.233699	0.384809	0.233651	0.172474	0.135326	0.000336975	0.212672	2.23172	0.0951053	0.0125	0.00539214
COG3804	0.2945	1	1	0.799507	0.170248	0.752506	0.165647	0.552081	0.153684	0.0470014	0.247426	2.21655	0.489862	0.478125	0.0100422
COG3807	0.9938	1	1	0.158231	0.281364	0.0714518	0.12557	0.0210755	0.031915	0.0867788	0.137155	-2.36624	0.141773	0.071875	0.00459842
COG3808	1	1	1	0.999986	1.87766e-05	0.999924	0.000141493	0.999656	0.000731269	6.14524e-05	0.000329912	7.89423	0.991844	1	0.997164
COG3809	0.998	1	1	0.809282	0.171097	0.648772	0.201516	0.444906	0.200449	0.16051	0.364376	1.54721	0.799076	0.890625	0.00455854
COG3822	0.0021	1	1	0.45713	0.246816	0.45663	0.246808	0.243845	0.194045	0.000499696	0.213285	1.35649	0.51821	0.5375	0.0110698
COG3824	0.9999	1	1	0.795949	0.181326	0.607602	0.257433	0.411403	0.24552	0.188347	0.384545	0.702463	0.334856	0.296875	0.0353586
COG3828	0.9646	1	1	0.670272	0.270914	0.463447	0.254946	0.243307	0.16754	0.206825	0.426965	0.438817	0.641158	0.6375	0.00147215
COG3830	0.7954	1	1	0.756568	0.180159	0.602791	0.204232	0.324431	0.189091	0.153777	0.432137	0.684713	0.304074	0.278125	0.00240981
COG3832	0.9998	1	1	0.0995942	0.216888	0.0508427	0.119251	0.0179795	0.0390071	0.0487515	0.0816146	-3.67395	0.946516	0.99375	0.00469073
COG3833	0.3454	1	1	0.571801	0.273022	0.502387	0.284392	0.338176	0.273856	0.069414	0.233625	0.978034	0.553319	0.584375	0.000748181
COG3835	0.2963	1	1	0.0270849	0.034695	0.0183355	0.0218436	0.0052568	0.00484389	0.00874937	0.0218281	-4.02578	0.158117	0.053125	0.00258741
COG3836	0.9997	1	1	0.634682	0.179791	0.393151	0.18283	0.199884	0.119705	0.241531	0.434798	-0.476192	0.726313	0.76875	0.0245228
COG3837	0.0017	1	1	0.118278	0.0548666	0.118074	0.054777	0.0418498	0.0215165	0.000203162	0.0764279	-1.22441	0.381407	0.3	0.00177957
COG3839	0.8612	1	1	0.938195	0.041585	0.857606	0.0775101	0.695045	0.124554	0.0805898	0.24315	2.64919	0.850538	0.946875	0.0963669
COG3842	1	1	1	0.998374	0.00234351	0.996145	0.00608719	0.994907	0.00889269	0.00222862	0.00346744	3.94609	0.999874	1	0.992013
COG3843	0.0012	1	1	0.00219769	0.00261396	0.0021954	0.00261317	0.00104459	0.00201667	2.28873e-06	0.00115311	-5.23376	0.0671811	0	0.0010979
COG3844	0.0146	1	1	0.00333963	0.00583737	0.003257	0.00566689	0.000687966	0.00082061	8.26239e-05	0.00265166	-5.96889	0.128277	0.028125	0.00203833
COG3845	0.8036	1	1	0.927273	0.115199	0.86443	0.15279	0.764783	0.216658	0.0628425	0.16249	1.51223	0.972008	0.990625	0.928389
COG3847	0.8071	1	1	0.860107	0.155038	0.716509	0.243026	0.520148	0.284108	0.143598	0.339959	1.69217	0.779455	0.875	0.0157147
COG3848	0.9999	1	1	0.729051	0.216143	0.498532	0.220926	0.248996	0.138486	0.230519	0.480055	1.78003	0.400167	0.4125	0.00390267
COG3850	1	1	1	0.406883	0.230867	0.229886	0.171991	0.112526	0.102777	0.176998	0.294358	-1.25947	0.792158	0.85625	0.00170853
COG3852	1	1	1	0.997783	0.00243211	0.994884	0.00466171	0.99286	0.00576891	0.00289977	0.00492358	5.32833	0.997358	1	0.00597225
COG3854	0.103	1	1	0.0703643	0.100728	0.0652688	0.0944544	0.0299674	0.0452684	0.00509558	0.0403969	-1.96089	0.0151502	0	0.00509953
COG3856	0.0499	1	1	0.760437	0.363269	0.756663	0.362791	0.641824	0.338826	0.00377458	0.118613	2.82427	0.128038	0.05625	0.00329182
COG3857	0.9996	1	1	0.831946	0.224911	0.747049	0.23793	0.617607	0.224103	0.0848969	0.214339	1.2071	0.71403	0.740625	0.0169067
COG3858	0.9952	1	1	0.589329	0.312652	0.403875	0.267701	0.22182	0.169222	0.185455	0.367509	0.28569	0.708927	0.734375	0.0106867
COG3859	0.3282	1	1	0.466124	0.269105	0.401747	0.257709	0.223725	0.204184	0.0643769	0.242399	0.569593	0.028493	0	0.0161488
COG3860	0.1902	1	1	0.532277	0.216498	0.488421	0.216204	0.273665	0.166024	0.0438559	0.258612	1.17391	0.776616	0.8625	0.00168048
COG3861	0.7978	1	1	0.551185	0.220663	0.382526	0.235795	0.223361	0.216528	0.168658	0.327824	0.152408	0.909098	0.971875	0.00147011
COG3862	0.0432	1	1	0.896033	0.0997174	0.890819	0.100032	0.707126	0.18243	0.00521398	0.188907	2.90384	0.17923	0.071875	0.0276711
COG3863	0.1108	1	1	0.368014	0.210185	0.344219	0.211003	0.177177	0.174095	0.0237956	0.190837	1.294	0.313202	0.21875	0.000678429
COG3864	0.0013	1	1	0.211664	0.200339	0.21147	0.200208	0.0910864	0.0896111	0.000194117	0.120578	-0.343136	0.29946	0.1875	0.00719713
COG3865	0.0021	1	1	0.0605296	0.0398948	0.0603787	0.0397989	0.0187769	0.0133236	0.000150863	0.0417526	-2.68179	0.673706	0.778125	0.000924736
COG3866	0.0798	1	1	0.172078	0.25848	0.164432	0.257826	0.0919112	0.19891	0.00764506	0.0801663	-0.00352648	0.502095	0.503125	0.00196208
COG3867	0.0037	1	1	0.08333	0.18077	0.0830546	0.180309	0.02577	0.0595237	0.000275329	0.05756	-1.06515	0.213653	0.078125	0.00208236
COG3868	0.0043	1	1	0.230108	0.187284	0.229226	0.186971	0.0828786	0.0894227	0.000881165	0.147229	-0.266564	0.266812	0.134375	0.00125097
COG3869	0.999	1	1	0.910798	0.230435	0.886429	0.213266	0.810417	0.263565	0.0243697	0.100382	2.88769	0.678932	0.7125	0.0394064
COG3870	0.0787	1	1	0.681295	0.345011	0.67075	0.341076	0.459473	0.259992	0.0105447	0.221823	1.86108	0.110009	0.05625	0.00108532
COG3871	0.0032	1	1	0.029072	0.0160573	0.0289431	0.0159619	0.00811147	0.00433572	0.000128953	0.0209605	-3.6567	0.349926	0.278125	0.00270078
COG3872	0.9989	1	1	0.999826	0.000274727	0.999314	0.00134619	0.996782	0.00698207	0.000512242	0.00304353	6.9191	0.89207	0.95625	0.916041
COG3874	0.0334	1	1	0.482743	0.331802	0.478021	0.330949	0.334409	0.28126	0.0047217	0.148335	0.731149	0.361074	0.25	0.000990435
COG3875	0.9986	1	1	0.990187	0.0183098	0.975415	0.0287225	0.936273	0.050706	0.0147715	0.0539133	4.09602	0.986565	1	0.987127
COG3876	1	1	1	0.98032	0.0296552	0.944054	0.0792568	0.888813	0.160169	0.0362662	0.0915073	3.67973	0.958777	0.99375	0.00426988
COG3877	0.4191	1	1	0.919561	0.128432	0.895295	0.14711	0.812047	0.209679	0.0242668	0.107515	3.90534	0.721331	0.79375	0.0108978
COG3878	0.0015	1	1	0.053188	0.0938795	0.0530879	0.0937024	0.0130188	0.0190543	0.000100024	0.0401691	-1.74601	0.165329	0.04375	0.000655404
COG3879	0.0862	1	1	0.801271	0.336914	0.794734	0.340432	0.702802	0.346834	0.00653732	0.0984694	3.05756	0.191448	0.125	0.0130191
COG3880	0.9993	1	1	0.940419	0.162544	0.92893	0.136614	0.868377	0.19621	0.0114894	0.0720427	3.08273	0.913713	0.975	0.0170932
COG3881	0.008	1	1	0.606115	0.301423	0.604689	0.301373	0.417926	0.287111	0.00142592	0.188189	2.41729	0.28005	0.203125	0.00134394
COG3882	0.0013	1	1	0.0719363	0.075475	0.0718171	0.0753489	0.018835	0.0167459	0.000119157	0.0531013	-1.62591	0.332729	0.221875	0.00198106
COG3885	0.115	1	1	0.377855	0.221441	0.348901	0.212986	0.15184	0.134284	0.0289547	0.226016	1.12756	0.0773412	0.003125	0.00222514
COG3886	0.9897	1	1	0.667678	0.143266	0.39848	0.156531	0.171492	0.101678	0.269198	0.496186	1.80568	0.40825	0.471875	0.000628185
COG3893	0.0021	1	1	0.0776031	0.0734234	0.0774238	0.0732162	0.0242571	0.013738	0.000179343	0.0533461	2.85696	0.0159478	0	0.000312325
COG3894	0.999	1	1	0.815076	0.116233	0.598399	0.173181	0.341834	0.173965	0.216678	0.473243	2.8689	0.156162	0.06875	0.00566088
COG3897	0.0019	1	1	0.164351	0.163559	0.164099	0.16339	0.0666724	0.071119	0.000251964	0.0976784	-0.620975	0.21112	0.109375	0.000828743
COG3899	1	1	1	0.788049	0.157709	0.560597	0.161698	0.303642	0.134771	0.227452	0.484407	2.60018	0.56937	0.5875	0.00139993
COG3903	0.9856	1	1	0.51746	0.225261	0.295837	0.228905	0.144622	0.171914	0.221623	0.372838	0.829598	0.738413	0.778125	0.000589833
COG3905	0.7974	1	1	0.634963	0.170799	0.451915	0.180588	0.250737	0.182756	0.183048	0.384226	0.730321	0.579179	0.6	0.00315163
COG3906	0.0635	1	1	0.268938	0.322999	0.26315	0.318323	0.163068	0.216335	0.00578889	0.10587	0.210385	0.0100467	0	0.00200213
COG3911	0.001	1	1	0.0220257	0.0135064	0.0219996	0.0134966	0.00746417	0.00755951	2.61236e-05	0.0145615	-2.13077	0.106452	0	0.0019388
COG3914	0.9979	1	1	0.210844	0.128075	0.0696566	0.0563345	0.0255559	0.0381969	0.141188	0.185289	-1.00529	0.217605	0.109375	0.00432983
COG3917	0.001	1	1	0.000771481	0.00093179	0.000770599	0.000930528	0.000268975	0.000294684	8.82137e-07	0.000502506	-6.92861	0.00957349	0	0.000604123
COG3919	0.0022	1	1	0.176475	0.104136	0.176118	0.103949	0.0636289	0.0379551	0.000357032	0.112846	-0.995671	0.418304	0.359375	0.00353698
COG3920	1	1	1	0.469711	0.223042	0.281634	0.200015	0.138726	0.113506	0.188077	0.330985	-0.577035	0.829983	0.9	0.00437978
COG3934	0.9887	1	1	0.827596	0.201811	0.686548	0.253867	0.512925	0.279197	0.141048	0.314671	1.7542	0.833364	0.9375	0.00375125
COG3937	0.998	1	1	0.885953	0.0902463	0.766418	0.116834	0.559922	0.158473	0.119535	0.326031	2.34955	0.834173	0.915625	0.0044617
COG3942	0.0034	1	1	0.00594119	0.00431949	0.00591112	0.00429519	0.00154121	0.00115605	3.00645e-05	0.00439998	-4.07645	0.0485384	0	0.000643769
COG3943	0.9988	1	1	0.317068	0.207902	0.155629	0.14185	0.0564184	0.0487054	0.161439	0.26065	-1.09606	0.532634	0.503125	0.00246882
COG3944	0.0172	1	1	0.0605046	0.0702185	0.0593801	0.0690616	0.0211484	0.0263907	0.00112452	0.0393562	-2.05457	0.0475735	0	0.000619701
COG3945	0.9913	1	1	0.918954	0.0792324	0.839403	0.118901	0.710285	0.185973	0.0795509	0.208669	2.23918	0.941488	0.984375	0.00390708
COG3951	1	1	1	0.995857	0.00293415	0.981892	0.0146324	0.92329	0.0645033	0.0139647	0.0725663	4.08621	0.624259	0.66875	0.431225
COG3952	0.0023	1	1	0.0940891	0.136576	0.0938727	0.136288	0.0312992	0.0404173	0.000216439	0.0627899	-0.917315	0.0622726	0.003125	0.00372244
COG3957	0.0159	1	1	0.0220016	0.0143172	0.0216088	0.0140411	0.00727103	0.00473515	0.000392839	0.0147306	-3.51852	0.19463	0.05625	0.00158117
COG3958	1	1	1	0.995186	0.00418618	0.978181	0.0184743	0.93628	0.0406271	0.0170053	0.0589068	3.15507	0.915273	0.98125	0.995946
COG3959	1	1	1	0.996315	0.00206573	0.982487	0.0103962	0.946796	0.0334012	0.0138273	0.0495186	3.37513	0.915246	0.98125	0.99515
COG3963	0.0294	1	1	0.0631686	0.142817	0.0614966	0.139243	0.0185296	0.0387032	0.00167205	0.044639	-2.18718	0.195758	0.05625	0.00494481
COG3968	0.8824	1	1	0.199548	0.155128	0.0953711	0.105396	0.0384303	0.0487344	0.104177	0.161118	-1.996	0.300407	0.25625	0.00495067
COG3976	0.0532	1	1	0.121371	0.0806837	0.114619	0.0757157	0.0385469	0.0234955	0.00675221	0.0828244	-1.2556	0.188581	0.05625	0.0120176
COG3979	0.9679	1	1	0.355181	0.154145	0.132488	0.0593201	0.040763	0.0172007	0.222693	0.314418	-0.783516	0.517039	0.521875	0.00140673
COG3980	0.9261	1	1	0.775975	0.137703	0.530112	0.236095	0.303621	0.243314	0.245864	0.472354	1.67936	0.635828	0.66875	0.00137556
COG3981	0.0012	1	1	0.0364203	0.0422445	0.0363594	0.0421592	0.00931458	0.00688557	6.09122e-05	0.0271057	-2.7825	0.21167	0.059375	0.000618142
COG4006	0.0011	1	1	0.817458	0.117822	0.817284	0.117913	0.625598	0.179417	0.000174403	0.19186	4.16612	0.232963	0.071875	0.00586958
COG4012	0.0012	1	1	0.604382	0.111961	0.604051	0.111982	0.332188	0.120473	0.000331342	0.272195	3.56495	0.050052	0	0.00873454
COG4030	0.0087	1	1	0.723499	0.240306	0.721669	0.240484	0.479494	0.234387	0.0018301	0.244004	2.45456	0.537088	0.571875	0.00831788
COG4032	0.0012	1	1	0.0903096	0.0322012	0.0901861	0.0321551	0.0308112	0.0156574	0.000123478	0.0594984	-0.838273	0.0410411	0	0.0011037
COG4076	0.0047	1	1	0.255246	0.130541	0.254145	0.130111	0.0898213	0.0484695	0.00110063	0.165424	0.721549	0.235806	0.05625	0.00256411
COG4085	0.2986	1	1	0.170547	0.184512	0.14116	0.170488	0.0776455	0.118801	0.0293869	0.0929016	1.4023	0.0825545	0.028125	0.00467981
COG4096	1	1	1	0.751208	0.152011	0.553495	0.244788	0.38373	0.269763	0.197713	0.367477	0.779731	0.786188	0.896875	0.00365812
COG4097	0.003	1	1	0.0610496	0.0463887	0.0608191	0.0462343	0.0180013	0.0145725	0.000230521	0.0430482	-2.24382	0.416192	0.359375	0.00274633
COG4099	0.9732	1	1	0.597026	0.226505	0.387062	0.217264	0.201674	0.137932	0.209963	0.395351	0.156804	0.765111	0.884375	0.00284559
COG4100	0.0187	1	1	0.0579543	0.0644522	0.0569898	0.0633711	0.0217131	0.0230923	0.000964444	0.0362412	-2.49436	0.00359199	0	0.0265419
COG4102	0.2797	1	1	0.0518105	0.140063	0.0419441	0.114377	0.0126142	0.0333751	0.00986639	0.0391963	-3.12122	0.319295	0.225	0.000908625
COG4103	0.2141	1	1	0.142181	0.202287	0.122696	0.181613	0.0517217	0.0743144	0.0194851	0.0904592	-1.30129	0.358732	0.275	0.00245953
COG4105	1	1	1	0.120722	0.20558	0.0581389	0.100897	0.023482	0.0352176	0.0625828	0.0972397	-3.35508	0.495816	0.490625	0.00678168
COG4106	0.9991	1	1	0.21213	0.14159	0.0706765	0.0459977	0.0217461	0.0134406	0.141453	0.190383	-3.02904	0.73761	0.790625	0.00454797
COG4108	0.9996	1	1	0.0950883	0.255854	0.0600628	0.168584	0.0299035	0.0843133	0.0350255	0.0651847	-3.43534	0.785544	0.8375	0.000653738
COG4109	0.9707	1	1	0.985285	0.0275729	0.959207	0.0682386	0.896993	0.165891	0.0260775	0.0882912	4.21193	0.799228	0.85625	0.610393
COG4112	0.0014	1	1	0.372375	0.185307	0.371985	0.185153	0.150775	0.0973295	0.000390381	0.221601	1.39212	0.0594639	0	0.0323003
COG4113	0.9998	1	1	0.991298	0.00492223	0.969258	0.0158772	0.894055	0.0657981	0.0220399	0.0972428	3.87757	0.803495	0.925	0.00594464
