COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG5427	S	Predicted membrane glycosyltransferase AF0583, Arch_YYY/DUF2298 family	0.0000	0.2759	0	0.9200	0.9824	1	0.0400	0.3360	0	0.9899	0.9758	1	0.3824	0.8731	1
COG5428	V	Predicted antitoxin component YuzE of a toxin-antitoxin system, DUF2283 family	0.0000	0.5229	1	0.6624	0.9888	1	0.0000	0.3449	0	1.0000	0.9947	1	0.9819	0.9902	1
COG5429	S	Uncharacterized conserved protein, DUF1223 domain	0.0000	0.0008	0	0.0000	0.0011	0	0.0000	0.0004	0	0.0000	0.0038	0	0.0000	0.0016	0
COG5430	W	Fimbrial subunit ScuA/B, ScuA/B/SCPU domain	0.0000	0.0011	0	0.0000	0.0026	0	0.0000	0.0010	0	0.0000	0.0088	0	0.0000	0.0037	0
COG5431	R	Predicted nucleic acid-binding protein, contains SWIM-type Zn-finger domain	0.0000	0.2507	0	0.7552	0.9082	1	0.0000	0.2861	0	1.0000	0.8401	1	0.9835	0.9748	1
COG5433	X	Predicted transposase YbfD/YdcC associated with H repeats	0.0000	0.0031	0	0.0000	0.0038	0	0.0000	0.0025	0	0.0000	0.0381	0	0.0000	0.0037	0
COG5434	G	Polygalacturonase	0.0300	0.0741	0	0.0000	0.0032	0	0.0000	0.0121	0	0.0000	0.0153	0	0.0000	0.0039	0
COG5435	S	Uncharacterized conserved protein	0.0000	0.0028	0	0.0000	0.0047	0	0.0000	0.0021	0	0.0000	0.0252	0	0.0000	0.0071	0
COG5436	S	Uncharacterized membrane protein	0.0000	0.0034	0	0.0000	0.0048	0	0.0000	0.0031	0	0.0000	0.0094	0	0.0000	0.0076	0
COG5437	X	Phage tail protein, TP901-1 family	0.0000	0.0033	0	0.0000	0.0024	0	0.0000	0.0022	0	0.0000	0.0082	0	0.0000	0.0048	0
COG5438	S	Uncharacterized membrane protein	0.0000	0.0019	0	0.0000	0.0023	0	0.0000	0.0012	0	0.0000	0.0377	0	0.0000	0.0041	0
COG5439	R	STAS domain	0.0000	0.0012	0	0.0000	0.0031	0	0.0000	0.0007	0	0.0000	0.0125	0	0.0000	0.0038	0
COG5440	T	Global stress regulator YbjN, DUF2299 family	0.0000	0.1330	0	0.1000	0.5854	1	0.0000	0.0901	0	1.0000	0.8881	1	0.7379	0.9100	1
COG5441	V	ATP-binding helicase-inhibiting domain, Tm-1/UPF0261 family	0.0000	0.0389	0	0.0000	0.0416	0	0.0000	0.0228	0	0.0122	0.6944	1	0.0006	0.3177	0
COG5442	N	Flagellar biosynthesis regulator FlaF	0.0000	0.0029	0	0.0000	0.0050	0	0.0000	0.0022	0	0.0000	0.0161	0	0.0000	0.0071	0
COG5443	N	Flagellar biosynthesis regulator FlbT	0.0000	0.0036	0	0.0000	0.0064	0	0.0000	0.0027	0	0.0000	0.0216	0	0.0000	0.0088	0
COG5444	V	Predicted ribonuclease, toxin component of the YeeF-YezG toxin-antitoxin module	0.0000	0.0006	0	0.0000	0.0005	0	0.0000	0.0004	0	0.0000	0.0007	0	0.0000	0.0005	0
COG5445	S	Uncharacterized conserved protein YfaQ, DUF2300 domain	0.0000	0.0002	0	0.0000	0.0008	0	0.0000	0.0002	0	0.0000	0.0022	0	0.0000	0.0010	0
COG5446	P	Putative cobalt transporter membrane subunit CbtA	0.0000	0.0018	0	0.0000	0.0068	0	0.0000	0.0006	0	0.0000	0.0595	0	0.0000	0.0088	0
COG5447	S	Uncharacterized conserved protein, DUF1491 domain	0.0000	0.0004	0	0.0000	0.0051	0	0.0000	0.0004	0	0.0000	0.0312	0	0.0000	0.0148	0
COG5448	S	Uncharacterized conserved protein, DUF2460 domain	0.0000	0.0038	0	0.0000	0.0072	0	0.0000	0.0027	0	0.0000	0.0112	0	0.0000	0.0076	0
COG5449	S	Uncharacterized conserved protein, DUF2163 domain	0.0000	0.0029	0	0.0000	0.0028	0	0.0000	0.0019	0	0.0000	0.0087	0	0.0000	0.0040	0
COG5450	K	Transcription regulator of the Arc/MetJ class	0.0000	0.0109	0	0.0000	0.0178	0	0.0000	0.0057	0	0.0000	0.0569	0	0.0000	0.0211	0
COG5451	S	Predicted secreted protein	0.0000	0.0010	0	0.0000	0.0033	0	0.0000	0.0007	0	0.0000	0.0098	0	0.0000	0.0050	0
COG5452	S	Uncharacterized conserved protein	0.0000	0.0004	0	0.0000	0.0028	0	0.0000	0.0005	0	0.0000	0.0156	0	0.0000	0.0071	0
COG5453	S	Uncharacterized conserved protein	0.0000	0.0008	0	0.0000	0.0027	0	0.0000	0.0005	0	0.0000	0.0375	0	0.0000	0.0080	0
COG5454	S	Predicted secreted protein	0.0000	0.0004	0	0.0000	0.0035	0	0.0000	0.0004	0	0.0000	0.0184	0	0.0000	0.0079	0
COG5455	P	Periplasmic regulator RcnB of Ni and Co efflux	0.0000	0.0023	0	0.0000	0.0022	0	0.0000	0.0021	0	0.0000	0.0072	0	0.0000	0.0048	0
COG5456	P	Nitrogen fixation protein FixH	0.0000	0.0018	0	0.0000	0.0051	0	0.0000	0.0011	0	0.0000	0.0327	0	0.0000	0.0104	0
COG5457	S	Uncharacterized conserved protein YjiS, DUF1127 family	0.0000	0.0007	0	0.0000	0.0022	0	0.0000	0.0009	0	0.0000	0.0187	0	0.0000	0.0040	0
COG5458	S	Uncharacterized conserved protein, DUF1489 domain	0.0000	0.0003	0	0.0000	0.0033	0	0.0000	0.0003	0	0.0000	0.0255	0	0.0000	0.0100	0
COG5459	J	Ribosomal protein RSM22 (predicted mitochondrial rRNA methylase)	0.0000	0.0033	0	0.0200	0.0238	0	0.0000	0.0033	0	0.0264	0.0846	0	0.0001	0.0382	0
COG5460	S	Uncharacterized conserved protein, DUF2164 family	0.0000	0.0021	0	0.0000	0.0037	0	0.0000	0.0019	0	0.0003	0.0635	0	0.0000	0.0042	0
COG5461	W	Type IV pilus biogenesis protein CpaD/CtpE	0.0000	0.0005	0	0.0000	0.0030	0	0.0000	0.0004	0	0.0000	0.0174	0	0.0000	0.0062	0
COG5462	S	Predicted secreted (periplasmic) protein	0.0000	0.0003	0	0.0000	0.0042	0	0.0000	0.0004	0	0.0000	0.0169	0	0.0000	0.0100	0
COG5463	S	Uncharacterized conserved protein YgiB, UPF0441/DUF1190 family, involved in bioifilm formation	0.0000	0.0009	0	0.0000	0.0019	0	0.0000	0.0010	0	0.0000	0.0045	0	0.0000	0.0025	0
COG5464	L	Recombination-promoting DNA endonuclease RpnC/YadD	0.0000	0.0187	0	0.0000	0.0126	0	0.0000	0.0087	0	0.0001	0.1165	0	0.0000	0.0032	0
COG5465	R	Uncharacterized conserved protein YbjN, helps stabilize unstable proteins	0.0000	0.0042	0	0.0000	0.0050	0	0.0000	0.0028	0	0.0003	0.0414	0	0.0000	0.0045	0
COG5466	S	Predicted small metal-binding protein	0.0000	0.0111	0	0.4240	0.2522	0	0.0000	0.0101	0	0.9999	0.7967	1	0.0004	0.2156	0
COG5467	S	Uncharacterized conserved protein, DUF1476 domain	0.0000	0.0010	0	0.0000	0.0030	0	0.0000	0.0012	0	0.0000	0.0093	0	0.0000	0.0046	0
COG5468	S	Predicted lipoprotein involved in lipopolysaccharide assembly	0.0000	0.0008	0	0.0000	0.0065	0	0.0000	0.0008	0	0.0000	0.0306	0	0.0000	0.0124	0
COG5469	S	Predicted metal-binding protein	0.0000	0.0013	0	0.0000	0.0024	0	0.0000	0.0006	0	0.0000	0.0164	0	0.0000	0.0053	0
COG5470	S	Uncharacterized conserved protein, DUF1330 family	0.0000	0.0027	0	0.0000	0.0035	0	0.0000	0.0031	0	0.0093	0.0969	0	0.0022	0.0311	0
COG5471	X	Predicted phage recombinase, RecA/RadA family	0.0000	0.0012	0	0.0000	0.0011	0	0.0000	0.0009	0	0.0000	0.0038	0	0.0000	0.0016	0
COG5472	S	Predicted small integral membrane protein	0.0000	0.0002	0	0.0000	0.0003	0	0.0000	0.0002	0	0.0000	0.0039	0	0.0000	0.0008	0
COG5473	S	Uncharacterized membrane protein	0.0000	0.0039	0	0.0000	0.0034	0	0.0000	0.0033	0	0.0000	0.0181	0	0.0000	0.0052	0
COG5474	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6	0.0000	0.0016	0	0.0000	0.0043	0	0.0000	0.0010	0	0.0000	0.0277	0	0.0000	0.0069	0
COG5475	S	Uncharacterized conserved protein YodC, DUF2158 family	0.0000	0.0007	0	0.0000	0.0014	0	0.0000	0.0005	0	0.0000	0.0116	0	0.0000	0.0030	0
COG5476	R	Microcystin degradation protein MlrC, contains DUF1485 domain	0.0000	0.0124	0	0.0100	0.0430	0	0.0000	0.0127	0	0.3636	0.3816	0	0.0009	0.1121	0
COG5477	S	Predicted small integral membrane protein	0.0000	0.0023	0	0.0000	0.0026	0	0.0000	0.0015	0	0.0000	0.0167	0	0.0000	0.0050	0
COG5478	P	Low affinity Fe/Cu permease	0.0000	0.0004	0	0.0000	0.0020	0	0.0000	0.0005	0	0.0000	0.0050	0	0.0000	0.0027	0
COG5479	M	LGFP repeat-containing protein, may be involved in cell wall binding	0.0000	0.0046	0	0.0000	0.0046	0	0.0000	0.0029	0	0.0000	0.0541	0	0.0000	0.0092	0
COG5480	S	Uncharacterized membrane protein	0.0000	0.0019	0	0.0000	0.0032	0	0.0000	0.0016	0	0.0000	0.0155	0	0.0000	0.0046	0
COG5481	S	Uncharacterized conserved protein, DUF465 domain	0.0000	0.0013	0	0.0000	0.0041	0	0.0000	0.0015	0	0.0000	0.0167	0	0.0000	0.0095	0
COG5482	S	Uncharacterized conserved protein, DUF2161 domain	0.0000	0.0008	0	0.0000	0.0006	0	0.0000	0.0006	0	0.0000	0.0032	0	0.0000	0.0013	0
COG5483	S	Uncharacterized conserved protein, DUF488 family	0.0000	0.4781	0	0.7200	0.9615	1	0.0100	0.6748	1	1.0000	0.9971	1	0.9998	0.9740	1
COG5484	S	Uncharacterized conserved protein YjcR, contains N-terminal HTH domain	0.0000	0.0003	0	0.0000	0.0006	0	0.0000	0.0002	0	0.0000	0.0014	0	0.0000	0.0006	0
COG5485	R	Predicted ester cyclase	0.0000	0.0330	0	0.0200	0.1532	0	0.0000	0.0225	0	1.0000	0.7270	1	0.9705	0.5151	1
COG5486	S	Predicted metal-binding membrane protein	0.0000	0.0056	0	0.0300	0.0505	0	0.0000	0.0083	0	0.0609	0.2953	0	0.0017	0.1361	0
COG5487	S	Uncharacterized membrane protein YtjA, UPF0391 family	0.0000	0.0013	0	0.0000	0.0013	0	0.0000	0.0009	0	0.0000	0.0088	0	0.0000	0.0019	0
COG5488	S	Uncharacterized membrane protein	0.0000	0.0022	0	0.0000	0.0044	0	0.0000	0.0020	0	0.0000	0.0262	0	0.0000	0.0104	0
COG5489	S	Uncharacterized conserved protein, DUF736 family	0.0000	0.0011	0	0.0000	0.0017	0	0.0000	0.0009	0	0.0000	0.0077	0	0.0000	0.0026	0
COG5490	S	Predicted polyhydroxyalkanoate (PHA)-binding protein, phasin family	0.0000	0.0022	0	0.0000	0.0019	0	0.0000	0.0023	0	0.0000	0.0039	0	0.0000	0.0020	0
COG5491	D	Archaeal cell division protein CdvB, Snf7/Vps24/ESCRT-III family	0.0000	0.0503	0	0.0000	0.1070	0	0.0000	0.1029	0	0.9745	0.3014	0	0.7821	0.6349	1
COG5492	R	Uncharacterized conserved protein YjdB, contains Ig-like domain	0.0000	0.0110	0	0.0000	0.0010	0	0.0000	0.0100	0	0.0000	0.0021	0	0.0000	0.0005	0
COG5493	R	Uncharacterized protein, contains PD-(D/E)XK nuclease domain	0.0000	0.2147	0	0.6193	0.8922	1	0.0000	0.2066	0	0.4723	0.9000	1	0.1745	0.8242	1
COG5494	O	Predicted thioredoxin/glutaredoxin	0.0000	0.0008	0	0.0000	0.0148	0	0.0000	0.0009	0	0.1381	0.3138	0	0.0051	0.1779	0
COG5495	R	Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains	0.0000	0.0025	0	0.0000	0.0066	0	0.0000	0.0039	0	0.0000	0.0857	0	0.0000	0.0122	0
COG5496	R	Predicted thioesterase	0.0000	0.0603	0	0.0100	0.1924	0	0.0000	0.0405	0	0.9998	0.7838	1	0.2783	0.2977	0
COG5497	S	Predicted secreted protein	0.0000	0.0014	0	0.0000	0.0030	0	0.0000	0.0013	0	0.0000	0.0095	0	0.0000	0.0037	0
COG5498	G	Endoglucanase Acf2	0.0000	0.0016	0	0.0000	0.0023	0	0.0000	0.0010	0	0.0000	0.0146	0	0.0000	0.0033	0
COG5499	V	Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain	0.0000	0.0022	0	0.0000	0.0027	0	0.0000	0.0014	0	0.0000	0.0104	0	0.0000	0.0033	0
COG5500	S	Uncharacterized membrane protein	0.0000	0.0012	0	0.0000	0.0016	0	0.0000	0.0007	0	0.0000	0.0538	0	0.0000	0.0036	0
COG5501	S	Sulfur oxidation protein SoxY	0.0000	0.0024	0	0.0000	0.0073	0	0.0000	0.0015	0	0.0000	0.0533	0	0.0000	0.0095	0
COG5502	S	Uncharacterized conserved protein, DUF2267 family	0.0000	0.0107	0	0.0000	0.0582	0	0.0000	0.0120	0	0.0090	0.8413	1	0.0000	0.1546	0
COG5503	KV	DNA-dependent RNA polymerase auxiliary subunit epsilon	0.0000	0.0000	0	0.0000	0.0011	0	0.0000	0.0000	0	0.0000	0.0158	0	0.0000	0.0045	0
COG5504	R	Predicted Zn-dependent protease YjaZ, DUF2268 family	0.0000	0.0056	0	0.0100	0.0210	0	0.0000	0.0044	0	0.3078	0.0595	0	0.0009	0.0204	0
COG5505	S	Uncharacterized membrane protein YjcL	0.0000	0.0005	0	0.0000	0.0006	0	0.0000	0.0005	0	0.0000	0.0042	0	0.0000	0.0008	0
COG5506	S	Uncharacterized conserved protein YueI, DUF2278 family	0.0000	0.0004	0	0.0000	0.0024	0	0.0000	0.0003	0	0.0000	0.0334	0	0.0000	0.0066	0
COG5507	S	Uncharacterized conserved protein YbaA, DUF1428 family	0.0000	0.0038	0	0.0000	0.0043	0	0.0000	0.0038	0	0.1384	0.1949	0	0.0000	0.0062	0
COG5508	S	Uncharacterized conserved protein, DUF1674 domain	0.0000	0.0013	0	0.0000	0.0073	0	0.0000	0.0007	0	0.0000	0.0350	0	0.0000	0.0172	0
COG5509	S	Uncharacterized small protein, DUF1192 family	0.0000	0.0002	0	0.0000	0.0023	0	0.0000	0.0003	0	0.0000	0.0199	0	0.0000	0.0060	0
COG5510	S	Predicted small secreted protein	0.0000	0.0016	0	0.0000	0.0021	0	0.0000	0.0010	0	0.0000	0.0061	0	0.0000	0.0042	0
COG5511	X	Phage capsid protein	0.0000	0.0013	0	0.0000	0.0007	0	0.0000	0.0009	0	0.0000	0.0028	0	0.0000	0.0011	0
COG5512	R	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain (includes truncated derivatives)	0.0000	0.0030	0	0.0000	0.0028	0	0.0000	0.0041	0	0.0000	0.0204	0	0.0000	0.0054	0
COG5513	O	Chagasin-like inhibitor of cysteine peptidase, I42 family	0.0000	0.0479	0	0.0400	0.3771	0	0.0000	0.0370	0	0.1547	0.6952	1	0.0001	0.2878	0
COG5514	S	Uncharacterized conserved protein, DUF1794 domain	0.0000	0.0008	0	0.0000	0.0011	0	0.0000	0.0005	0	0.0000	0.0057	0	0.0000	0.0019	0
COG5515	S	Uncharacterized conserved protein, DUF1737 domain	0.0000	0.0010	0	0.0000	0.0015	0	0.0000	0.0009	0	0.0000	0.0035	0	0.0000	0.0020	0
COG5516	R	Uncharacterized conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding	0.0000	0.0025	0	0.0000	0.0050	0	0.0000	0.0029	0	0.0000	0.0801	0	0.0000	0.0173	0
COG5517	Q	3-phenylpropionate/cinnamic acid dioxygenase, small subunit	0.0000	0.0061	0	0.0000	0.0041	0	0.0000	0.0047	0	0.0000	0.0468	0	0.0000	0.0104	0
COG5518	X	Phage capsid portal protein XkdE	0.0000	0.0185	0	0.0000	0.0302	0	0.0000	0.0113	0	0.0019	0.3700	0	0.0001	0.1736	0
COG5519	R	Predicted ATPase domain of Cch-like helicases, DUF927 family	0.0000	0.0088	0	0.0000	0.0228	0	0.0000	0.0045	0	0.0003	0.4257	0	0.0000	0.0183	0
COG5520	M	O-Glycosyl hydrolase	0.0000	0.0109	0	0.0000	0.0080	0	0.0000	0.0090	0	0.0000	0.0799	0	0.0000	0.0100	0
COG5521	G	Maltodextrin utilization protein YvdJ (function unknown)	0.0000	0.0012	0	0.0000	0.0032	0	0.0000	0.0011	0	0.0000	0.0227	0	0.0000	0.0092	0
COG5522	S	Uncharacterized membrane protein YwaF	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0112	0	0.0000	0.0013	0
COG5523	S	Uncharacterized membrane protein	0.0000	0.0042	0	0.0000	0.0051	0	0.0000	0.0054	0	0.0000	0.0108	0	0.0000	0.0041	0
COG5524	CT	Bacteriorhodopsin	0.0000	0.0040	0	0.0000	0.0027	0	0.0000	0.0046	0	0.0018	0.0045	0	0.0000	0.0039	0
COG5525	X	Phage terminase, large subunit GpA	0.0000	0.0020	0	0.0000	0.0010	0	0.0000	0.0015	0	0.0000	0.0022	0	0.0000	0.0013	0
COG5526	R	Lysozyme family protein	0.0000	0.0007	0	0.0000	0.0024	0	0.0000	0.0005	0	0.0000	0.0249	0	0.0000	0.0046	0
COG5527	X	Protein involved in initiation of plasmid replication	0.0000	0.0019	0	0.0000	0.0012	0	0.0000	0.0017	0	0.0000	0.0049	0	0.0000	0.0010	0
COG5528	S	Uncharacterized membrane protein	0.0000	0.0009	0	0.0000	0.0011	0	0.0000	0.0006	0	0.0000	0.0054	0	0.0000	0.0018	0
COG5529	X	Phage-encoded DNA-binding protein ECs1768, contains HTH and DnaT DNA-binding domains	0.0000	0.0007	0	0.0000	0.0012	0	0.0000	0.0005	0	0.0000	0.0029	0	0.0000	0.0018	0
COG5530	S	Uncharacterized membrane protein	0.0000	0.0094	0	0.0000	0.0195	0	0.0000	0.0093	0	0.0006	0.3585	0	0.0000	0.0482	0
COG5531	B	DNA-binding SWIB/MDM2 domain	0.0000	0.0007	0	0.0000	0.0038	0	0.0000	0.0013	0	0.0000	0.0092	0	0.0000	0.0060	0
COG5532	S	Uncharacterized conserved protein YfdQ, DUF2303 family	0.0000	0.0004	0	0.0000	0.0005	0	0.0000	0.0003	0	0.0000	0.0045	0	0.0000	0.0008	0
COG5533	O	Ubiquitin C-terminal hydrolase	0.0000	0.0003	0	0.0000	0.0010	0	0.0000	0.0003	0	0.0000	0.0025	0	0.0000	0.0013	0
COG5534	X	Plasmid replication initiator protein	0.0000	0.0027	0	0.0000	0.0027	0	0.0000	0.0023	0	0.0000	0.0096	0	0.0000	0.0037	0
COG5535			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0059	0	0.0000	0.0005	0
COG5536			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0082	0	0.0000	0.0011	0
COG5537			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0074	0	0.0000	0.0007	0
COG5539			0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0020	0	0.0000	0.0008	0
COG5541			0.0000	0.0000	0	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0117	0	0.0000	0.0017	0
COG5542	G	Mannosyltransferase related to Gpi18	0.0000	0.0234	0	0.0400	0.2652	0	0.0000	0.0262	0	0.1850	0.5161	1	0.0010	0.1738	0
COG5544	S	Uncharacterized conserved protein YfiM, DUF2279 family	0.0000	0.0036	0	0.0000	0.0105	0	0.0000	0.0030	0	0.0000	0.0407	0	0.0000	0.0094	0
COG5545	X	Predicted P-loop ATPase and inactivated derivatives	0.0000	0.0014	0	0.0000	0.0014	0	0.0000	0.0014	0	0.0000	0.0079	0	0.0000	0.0016	0
COG5546	S	Uncharacterized membrane protein	0.0000	0.0009	0	0.0000	0.0032	0	0.0000	0.0007	0	0.0000	0.0070	0	0.0000	0.0054	0
COG5547	S	Uncharacterized membrane protein	0.0000	0.0020	0	0.0000	0.0056	0	0.0000	0.0013	0	0.0000	0.0184	0	0.0000	0.0089	0
COG5548	S	Uncharacterized membrane protein, UPF0136 family	0.0000	0.0005	0	0.0000	0.0039	0	0.0000	0.0004	0	0.0000	0.0213	0	0.0000	0.0072	0
COG5549	O	Predicted Zn-dependent protease	0.0000	0.0240	0	0.0100	0.1583	0	0.0000	0.0238	0	0.9998	0.5811	1	0.4180	0.2185	0
COG5550	O	Predicted aspartyl protease	0.0000	0.1854	0	0.9510	0.9462	1	0.0000	0.2153	0	1.0000	0.8493	1	0.8248	0.9362	1
COG5551	V	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily	0.0000	0.4283	0	0.8599	0.9948	1	0.0000	0.2500	0	1.0000	0.9985	1	0.6627	0.9757	1
COG5552	S	Uncharacterized conserved protein, DUF2277 domain	0.0000	0.0035	0	0.0000	0.0040	0	0.0000	0.0022	0	0.0000	0.0447	0	0.0000	0.0063	0
COG5553	R	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	0.0000	0.0040	0	0.0000	0.0104	0	0.0000	0.0031	0	0.0000	0.0588	0	0.0000	0.0167	0
COG5554	Q	Nitrogen fixation protein NifT	0.0000	0.0028	0	0.0000	0.0061	0	0.0000	0.0015	0	0.0000	0.0312	0	0.0000	0.0064	0
COG5555	U	Cytolysin, a secreted calcineurin-like phosphatase	0.0000	0.0037	0	0.0000	0.0029	0	0.0000	0.0051	0	0.0000	0.0093	0	0.0000	0.0055	0
COG5556	S	Uncharacterized conserved protein	0.0000	0.0001	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0034	0	0.0000	0.0013	0
COG5557	C	Ni/Fe-hydrogenase 2 integral membrane subunit HybB	0.0000	0.0754	0	0.3565	0.7427	1	0.0000	0.0448	0	0.9997	0.9808	1	0.1875	0.7197	1
COG5558	X	Transposase	0.0000	0.0279	0	0.0000	0.2415	0	0.0000	0.0225	0	0.7693	0.6939	1	0.0789	0.5127	1
COG5559	S	Uncharacterized conserved protein, DUF2281 domain	0.0000	0.1898	0	0.0200	0.7660	1	0.0000	0.0792	0	0.9245	0.9688	1	0.0133	0.7883	1
COG5560			0.0000	0.0003	0	0.0000	0.0016	0	0.0000	0.0003	0	0.0000	0.0022	0	0.0000	0.0018	0
COG5561	S	Predicted metal-binding protein, contains CGGC domain	0.0000	0.2503	0	0.8100	0.9710	1	0.0100	0.2291	0	0.9986	0.9927	1	0.0626	0.8917	1
COG5562	X	Prophage-encoded protein YbcV, DUF1398 family	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0034	0	0.0000	0.0007	0
COG5563	S	Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats	0.0000	0.0103	0	0.2000	0.1341	0	0.0000	0.0043	0	0.0045	0.2752	0	0.0000	0.0199	0
COG5564	S	Predicted TIM-barrel enzyme	0.0000	0.0221	0	0.0595	0.0736	0	0.0000	0.0147	0	0.9993	0.6943	1	0.0197	0.1783	0
COG5565	X	Phage terminase large (ATPase) subunit and inactivated derivatives	0.0000	0.0009	0	0.0000	0.0013	0	0.0000	0.0009	0	0.0000	0.0009	0	0.0000	0.0012	0
COG5566	KX	Transcriptional regulator, middle operon regulator (Mor) family	0.0000	0.0005	0	0.0000	0.0004	0	0.0000	0.0004	0	0.0000	0.0012	0	0.0000	0.0006	0
COG5567	S	Small periplasmic lipoprotein YifL (function unknown)	0.0000	0.0019	0	0.0000	0.0047	0	0.0000	0.0014	0	0.0000	0.0162	0	0.0000	0.0067	0
COG5568	S	Uncharacterized conserved protein, DUF1150 family	0.0000	0.0007	0	0.0000	0.0051	0	0.0000	0.0012	0	0.0000	0.0253	0	0.0000	0.0103	0
COG5569	P	Periplasmic Cu and Ag efflux protein CusF	0.0000	0.0016	0	0.0000	0.0027	0	0.0000	0.0012	0	0.0000	0.0094	0	0.0000	0.0038	0
COG5570	S	Uncharacterized conserved protein, DUF465 domain	0.0000	0.0011	0	0.0000	0.0096	0	0.0000	0.0009	0	0.0000	0.0798	0	0.0000	0.0255	0
COG5571	R	Uncharacterized conserved protein YhjY, contains autotransporter beta-barrel domain	0.0000	0.0022	0	0.0000	0.0033	0	0.0000	0.0018	0	0.0000	0.0070	0	0.0000	0.0046	0
COG5572	S	Uncharacterized membrane protein	0.0000	0.0012	0	0.0000	0.0027	0	0.0000	0.0009	0	0.0000	0.0094	0	0.0000	0.0047	0
COG5573	R	Predicted nucleic acid-binding protein, contains PIN domain	0.0000	0.0440	0	0.0300	0.4161	0	0.0000	0.0324	0	0.3706	0.5633	1	0.0057	0.2684	0
COG5574			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0040	0	0.0000	0.0006	0
COG5577	M	Spore coat protein CotF	0.0000	0.0024	0	0.0000	0.0084	0	0.0000	0.0020	0	0.0000	0.0554	0	0.0000	0.0100	0
COG5578	S	Uncharacterized membrane protein YesL	0.0000	0.0012	0	0.0000	0.0009	0	0.0000	0.0014	0	0.0000	0.0008	0	0.0000	0.0008	0
COG5579	S	Uncharacterized conserved protein, DUF1810 family	0.0000	0.0032	0	0.0000	0.0040	0	0.0000	0.0024	0	0.0000	0.0460	0	0.0000	0.0056	0
COG5580	O	Activator of HSP90 ATPase	0.0000	0.0058	0	0.0000	0.0171	0	0.0000	0.0099	0	0.0000	0.0448	0	0.0000	0.0230	0
COG5581	N	Cyclic di-GMP-binding flagellar brake protein FlgZ/YcgR, contains PilZNR(YcgR) and PilZ domains	0.0000	0.0042	0	0.0000	0.0048	0	0.0000	0.0036	0	0.0000	0.0300	0	0.0000	0.0106	0
COG5582	S	Uncharacterized conserved protein YpiB, UPF0302 family	0.0000	0.0002	0	0.0000	0.0011	0	0.0000	0.0002	0	0.0000	0.0180	0	0.0000	0.0035	0
COG5583	S	Uncharacterized conserved protein YezD	0.0000	0.0020	0	0.0000	0.0019	0	0.0000	0.0012	0	0.0000	0.0101	0	0.0000	0.0031	0
COG5584	S	Uncharacterized conserved protein YtzB	0.0000	0.0001	0	0.0000	0.0010	0	0.0000	0.0001	0	0.0000	0.0075	0	0.0000	0.0028	0
COG5585	X	Putative phage head morphogenesis protein, F of phage Mu or gp7 of SPP1	0.0000	0.0005	0	0.0000	0.0010	0	0.0000	0.0004	0	0.0000	0.0025	0	0.0000	0.0009	0
COG5586	S	Uncharacterized protein, contains DUF2293 domain	0.0000	0.0028	0	0.0000	0.0051	0	0.0000	0.0020	0	0.0000	0.0621	0	0.0000	0.0110	0
COG5587	S	Uncharacterized protein, contains DUF2461 domain	0.0000	0.0061	0	0.0000	0.0016	0	0.0000	0.0031	0	0.0000	0.0044	0	0.0000	0.0021	0
COG5588	S	Uncharacterized conserved protein, DUF1326 domain	0.0000	0.0085	0	0.0000	0.0205	0	0.0000	0.0136	0	0.0000	0.2577	0	0.0000	0.1029	0
COG5589	S	Uncharacterized conserved protein, DUF2390 domain	0.0000	0.0011	0	0.0000	0.0015	0	0.0000	0.0009	0	0.0000	0.0063	0	0.0000	0.0021	0
COG5590	H	Ubiquinone biosynthesis protein COQ9	0.0000	0.0002	0	0.0000	0.0038	0	0.0000	0.0003	0	0.0000	0.0171	0	0.0000	0.0073	0
