COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG2874	0.9999	1	1	0.999795	0.000131217	0.99852	0.00108103	0.989131	0.00984837	0.00127494	0.010664	9.3942	0.825152	0.875
COG2875	0.999	1	1	0.997751	0.00266351	0.985258	0.0160205	0.935906	0.0601278	0.0124931	0.0618443	3.89416	0.892965	0.946875
COG2876	0.9999	1	1	0.958436	0.0655336	0.818779	0.228818	0.553501	0.290754	0.139657	0.404935	0.991816	0.682022	0.709375
COG2878	0.0005	1	1	0.0517131	0.121812	0.0516752	0.121739	0.00872658	0.0230984	3.79086e-05	0.0429865	-3.47633	0.0223112	0
COG2880	0.9952	1	1	0.998187	0.00191975	0.985651	0.0136569	0.904407	0.0814299	0.0125362	0.0937798	7.57068	0.594268	0.578125
COG2881	0.9998	1	1	0.985564	0.0145881	0.861166	0.120592	0.532542	0.293487	0.124398	0.453022	3.48608	0.704247	0.740625
COG2886	1	1	1	0.999331	0.000393737	0.99381	0.00325277	0.94973	0.033859	0.005521	0.0496006	5.93369	0.922551	0.996875
COG2887	0.9685	1	1	0.0103045	0.00578859	0.00108479	0.000711043	9.99749e-05	7.89667e-05	0.00921972	0.0102045	-8.85431	0.0951579	0.009375
COG2888	1	1	1	0.997634	0.00133171	0.968077	0.0198323	0.733283	0.132045	0.0295565	0.264351	3.59359	0.835896	0.9
COG2890	1	1	1	0.998154	0.00268428	0.979754	0.0251111	0.845302	0.131727	0.0183999	0.152852	-1.04978	0.97876	1
COG2892	1	1	1	0.997229	0.00272611	0.980016	0.0175408	0.866129	0.104728	0.0172134	0.131101	6.2084	0.805452	0.86875
COG2896	1	1	1	1	8.10272e-07	0.999998	3.1975e-06	0.99999	1.21502e-05	1.90735e-06	1.00136e-05	10.986	0.999051	1
COG2897	1	1	1	0.620109	0.234242	0.318408	0.289198	0.163281	0.286048	0.3017	0.456828	-1.50058	0.943254	1
COG2898	0.0004	1	1	0.0224511	0.0135158	0.0224289	0.0135053	0.00193256	0.00175163	2.22214e-05	0.0205185	-4.58734	0.0119649	0
COG2899	0.8401	1	1	0.1328	0.0751487	0.0173027	0.00975198	0.00128032	0.000656761	0.115498	0.13152	-4.1922	0.00809283	0
COG2908	1	1	1	0.0266207	0.0479611	0.00359616	0.00626033	0.000446272	0.000718213	0.0230245	0.0261744	-7.01358	0.0678119	0.003125
COG2918	0.0001	1	1	0.0135255	0.00800783	0.0135227	0.00800636	0.00161806	0.00122944	2.89641e-06	0.0119075	-4.50002	0.0071596	0
COG2920	0.9968	1	1	0.975255	0.04068	0.855578	0.137697	0.520635	0.202567	0.119677	0.45462	2.02358	0.462051	0.40625
COG2923	0.9994	1	1	0.991418	0.00895963	0.93466	0.0645704	0.72662	0.190112	0.056758	0.264798	3.35495	0.689784	0.70625
COG2924	0.0037	1	1	0.00971204	0.00640733	0.00965042	0.00635659	0.00183975	0.000929214	6.16191e-05	0.00787229	-4.85611	0.00346089	0
COG2928	0.2829	1	1	0.212847	0.136949	0.149587	0.105552	0.0360457	0.0324681	0.0632597	0.176801	-2.37159	0.48138	0.46875
COG2936	1	1	1	0.799193	0.110946	0.380849	0.230986	0.132273	0.221354	0.418343	0.66692	-0.905031	0.704297	0.71875
COG2940	0.9966	1	1	0.3494	0.241804	0.0921108	0.127778	0.0152173	0.025914	0.257289	0.334183	-2.69708	0.300508	0.290625
COG2945	0.9895	1	1	0.709745	0.218252	0.41655	0.245012	0.143955	0.148795	0.293195	0.56579	-1.01136	0.749564	0.8125
COG2947	0.0743	1	1	0.00356486	0.00912471	0.00310868	0.0079864	0.000521654	0.00138768	0.000456187	0.00304321	-6.63671	0.0144126	0
COG2966	0.0007	1	1	0.0152212	0.0276318	0.0151967	0.0275905	0.00149391	0.00297448	2.4518e-05	0.0137273	-5.41557	0.0127874	0
COG2968	0.9997	1	1	0.422478	0.244879	0.112239	0.126325	0.0163459	0.0225138	0.310239	0.406132	-3.42192	0.530744	0.5
COG2971	0.9992	1	1	0.7426	0.179112	0.343514	0.28341	0.120722	0.19876	0.399085	0.621877	-0.696599	0.436342	0.4875
COG2983	0.0018	1	1	0.200232	0.126471	0.199741	0.126169	0.0409911	0.0262574	0.00049077	0.159241	-1.64815	0.0226004	0
COG2986	1	1	1	0.685862	0.221424	0.339745	0.342117	0.185002	0.321523	0.346116	0.50086	-0.835991	0.838577	0.9
COG2987	1	1	1	0.827346	0.147136	0.474755	0.301905	0.241271	0.329133	0.352592	0.586076	-0.398435	0.858138	0.934375
COG2988	0.1349	1	1	0.0566905	0.0669837	0.0433765	0.0540764	0.00537991	0.00837515	0.013314	0.0513106	-2.58786	0.00593145	0
COG2998	1	1	1	0.997752	0.00318272	0.975436	0.0399872	0.869007	0.214389	0.0223165	0.128745	3.60524	0.956278	0.996875
COG3002	0.0005	1	1	0.132973	0.172653	0.132884	0.172573	0.0268583	0.0454147	8.86321e-05	0.106114	-1.01329	0.0534506	0
COG3011	0.006	1	1	0.0462208	0.120125	0.04592	0.11943	0.012246	0.0339968	0.000300858	0.0339748	-3.60298	0.054315	0.009375
COG3019	0.1472	1	1	0.271442	0.163509	0.219439	0.156885	0.0434307	0.0657167	0.0520034	0.228012	-1.22656	0.128583	0.0125
COG3025	0.5023	1	1	0.126058	0.0953846	0.0515648	0.040848	0.00699196	0.00546443	0.0744936	0.119066	-3.57723	0.0677197	0.003125
COG3030	0.025	1	1	0.042214	0.0420033	0.0405938	0.0406532	0.00837286	0.0104035	0.00162024	0.0338412	-3.78722	0.213341	0.09375
COG3033	0.9993	1	1	0.884285	0.0978724	0.529051	0.231917	0.192239	0.264817	0.355233	0.692045	0.657364	0.805225	0.8875
COG3039	1	1	1	0.916677	0.0541198	0.577519	0.231246	0.241478	0.307667	0.339158	0.675199	-0.38211	0.942266	0.990625
COG3044	0.9921	1	1	0.95715	0.0334438	0.713972	0.180404	0.312461	0.262332	0.243178	0.644689	1.83106	0.266111	0.175
COG3046	0.5819	1	1	0.0510588	0.044287	0.0176295	0.017937	0.0023415	0.00287627	0.0334294	0.0487173	-4.55445	0.0377461	0
COG3049	0.9976	1	1	0.468696	0.138649	0.0923812	0.0593868	0.0105439	0.00933783	0.376315	0.458152	-3.1165	0.402674	0.471875
COG3055	1	1	1	0.365237	0.21969	0.105321	0.191194	0.027064	0.0678769	0.259916	0.338173	-2.02358	0.58361	0.559375
COG3058	0.8155	1	1	0.744983	0.149119	0.353523	0.123922	0.0612669	0.025661	0.39146	0.683717	-0.168338	0.275977	0.246875
COG3070	0.2285	1	1	0.0137449	0.0313053	0.00824009	0.0196099	0.000766638	0.00200782	0.00550479	0.0129782	-6.20397	0.0862932	0
COG3075	0.9837	1	1	0.869905	0.0835326	0.509894	0.18608	0.138666	0.0824113	0.360011	0.731238	1.71203	0.685212	0.703125
COG3091	0.0187	1	1	0.00144604	0.00135601	0.0013898	0.00130593	0.000166434	0.000173407	5.62399e-05	0.0012796	-6.6788	0.00200218	0
COG3119	1	1	1	0.673302	0.210621	0.317327	0.329762	0.176301	0.319028	0.355975	0.497001	-1.36708	0.958026	0.99375
COG3136	0.0003	1	1	0.241166	0.0820563	0.24105	0.0820251	0.0377035	0.0141446	0.000115439	0.203462	0.759423	0.0256162	0
COG3153	0.0184	1	1	0.135101	0.242255	0.132555	0.241393	0.0492474	0.13346	0.00254603	0.085854	-2.69893	0.49412	0.490625
COG3158	0.0062	1	1	0.0582768	0.0540516	0.0576502	0.0534964	0.0091917	0.00889568	0.000626557	0.0490851	-3.49462	0.0441325	0
COG3161	0.9709	1	1	0.787811	0.144834	0.446979	0.177836	0.126801	0.070246	0.340832	0.66101	-0.231125	0.277831	0.23125
COG3173	1	1	1	0.396438	0.305652	0.157832	0.293029	0.105981	0.295378	0.238606	0.290457	-1.81897	0.847289	0.90625
COG3174	0.9996	1	1	0.992726	0.00703303	0.936921	0.0639682	0.711134	0.239722	0.0558053	0.281592	2.98007	0.862565	0.928125
COG3177	1	1	1	0.511511	0.270292	0.203756	0.285517	0.0957829	0.24112	0.307754	0.415728	-2.46085	0.793608	0.85
COG3183	0.9996	1	1	0.853362	0.0717426	0.365212	0.207208	0.0745607	0.0939999	0.488149	0.778801	0.0788998	0.501006	0.46875
COG3187	0.5299	1	1	0.322711	0.249569	0.181228	0.222853	0.0559226	0.12017	0.141483	0.266789	-1.30924	0.212118	0.1375
COG3189	0.9997	1	1	0.986873	0.00960112	0.91267	0.0616654	0.657751	0.213548	0.0742038	0.329122	2.21552	0.705017	0.709375
COG3191	1	1	1	0.876722	0.0901968	0.486353	0.207935	0.141295	0.121165	0.390369	0.735426	-0.972196	0.715577	0.734375
COG3193	0.1826	1	1	0.319858	0.236322	0.265442	0.231814	0.0934192	0.168325	0.0544166	0.226439	-1.24416	0.356738	0.30625
COG3199	1	1	1	0.98712	0.010549	0.901388	0.0637432	0.596167	0.219983	0.0857328	0.390953	3.25711	0.98121	1
COG3205	0.7777	1	1	0.309268	0.134771	0.0708756	0.0461077	0.00731459	0.00601291	0.238393	0.301954	-2.35157	0.247999	0.203125
COG3211	0.0004	1	1	0.0314184	0.0742843	0.0313979	0.0742406	0.00518714	0.0132974	2.04369e-05	0.0262312	-4.0641	0.0184634	0
COG3212	0.0714	1	1	0.302315	0.146701	0.272171	0.14129	0.0460879	0.0416929	0.0301439	0.256227	-1.72943	0.195308	0.08125
COG3216	0.007	1	1	0.0165585	0.0100362	0.0163518	0.00990446	0.00268243	0.00145567	0.000206759	0.0138761	-4.72577	0.00587496	0
COG3217	0.0685	1	1	0.200989	0.221413	0.187118	0.216492	0.0636048	0.122489	0.0138714	0.137385	-1.4399	0.309096	0.2
COG3221	0.9998	1	1	0.391689	0.260605	0.173637	0.276292	0.101665	0.260574	0.218052	0.290025	-1.423	0.703035	0.734375
COG3224	0.0758	1	1	0.299272	0.227045	0.273727	0.221989	0.0706985	0.104438	0.0255445	0.228573	-0.482671	0.179153	0.028125
COG3227	0.0059	1	1	0.127673	0.148748	0.126428	0.147951	0.0199499	0.0358629	0.00124489	0.107723	-2.24647	0.174603	0.03125
COG3233	0.497	1	1	0.782572	0.146179	0.567166	0.170613	0.150808	0.0850714	0.215406	0.631764	0.983959	0.295766	0.26875
COG3243	0.7335	1	1	0.254728	0.263165	0.107367	0.143642	0.0209029	0.0315159	0.147362	0.233826	-2.68619	0.430942	0.39375
COG3246	0.9984	1	1	0.857259	0.0952165	0.519199	0.244075	0.241763	0.299165	0.33806	0.615496	0.011803	0.85352	0.934375
COG3247	0.9899	1	1	0.540266	0.265842	0.23889	0.311667	0.083895	0.15963	0.301376	0.456371	-1.55918	0.474948	0.484375
COG3250	1	1	1	0.121511	0.281942	0.0734258	0.213246	0.0258389	0.07691	0.0480853	0.0956722	-3.48102	0.580514	0.5625
COG3252	1	1	1	0.99997	7.42911e-05	0.99976	0.000551168	0.997996	0.00380561	0.000210464	0.0019747	9.38172	0.988177	1
COG3253	0.9997	1	1	0.150869	0.152154	0.0391446	0.0429406	0.00734481	0.00795779	0.111725	0.143525	-3.41936	0.0997642	0.053125
COG3254	0.0097	1	1	0.0744505	0.129341	0.0732691	0.127935	0.0119608	0.0275379	0.00118145	0.0624898	-2.79048	0.151516	0.040625
COG3255	1	1	1	0.973755	0.0290823	0.85036	0.157961	0.589762	0.279671	0.123395	0.383994	1.3087	0.835741	0.903125
COG3256	0.1356	1	1	0.77256	0.154087	0.727927	0.180172	0.389127	0.282276	0.044633	0.383433	1.60909	0.641115	0.696875
COG3259	1	1	1	0.919543	0.0470028	0.556912	0.185588	0.130424	0.0807682	0.36263	0.789119	0.0604915	0.463234	0.453125
COG3260	1	1	1	0.999322	0.00166781	0.995516	0.010381	0.974836	0.0534384	0.00380611	0.0244864	5.50178	0.830999	0.89375
COG3261	1	1	1	0.999721	0.000414231	0.997734	0.00308139	0.983511	0.0166977	0.00198698	0.0162103	5.85638	0.853997	0.915625
COG3262	0.5315	1	1	0.635615	0.26825	0.419949	0.266921	0.11918	0.147607	0.215666	0.516435	3.22734	0.130788	0.046875
COG3263	0.9997	1	1	0.36468	0.132212	0.0583867	0.0326224	0.00604642	0.00367869	0.306293	0.358634	-3.73021	0.226671	0.171875
COG3268	0.0005	1	1	0.093217	0.168707	0.0931615	0.168648	0.0243099	0.0576119	5.54547e-05	0.0689071	-1.88808	0.1264	0.00625
COG3269	1	1	1	0.999514	0.000487815	0.995505	0.00427709	0.956135	0.038595	0.00400883	0.0433786	7.20765	0.797179	0.875
COG3270	1	1	1	0.826737	0.262337	0.49611	0.271987	0.160775	0.21213	0.330627	0.665962	2.99042	0.186245	0.15625
COG3271	0.0256	1	1	0.357909	0.178916	0.346775	0.178455	0.0773122	0.0890537	0.0111338	0.280597	-1.04269	0.216252	0.09375
COG3272	0.4499	1	1	0.23193	0.052957	0.0909354	0.0256616	0.00889409	0.00338877	0.140994	0.223036	-0.843575	0.0102551	0
COG3273	1	1	1	0.996154	0.00377593	0.964928	0.0326174	0.778005	0.182183	0.0312265	0.21815	5.36174	0.849659	0.928125
COG3274	0.9799	1	1	0.246569	0.0593075	0.0279629	0.0123853	0.00229696	0.00144395	0.218606	0.244272	-4.14909	0.177937	0.05
COG3276	1	1	1	1	1.99475e-07	0.999998	2.43811e-06	0.999972	3.99055e-05	1.72853e-06	2.76566e-05	11.476	0.999965	1
COG3277	1	1	1	0.997507	0.00578339	0.983166	0.0363093	0.909569	0.143821	0.0143408	0.0879381	6.34563	0.779948	0.825
COG3280	0.3265	1	1	0.690554	0.194339	0.558944	0.209531	0.193094	0.125253	0.131611	0.497461	0.383466	0.268336	0.1875
COG3281	0.7494	1	1	0.910492	0.0508366	0.683326	0.161903	0.281738	0.186947	0.227165	0.628754	1.57044	0.206032	0.109375
COG3285	0.0002	1	1	0.500937	0.228746	0.500855	0.228751	0.162493	0.138111	8.19564e-05	0.338444	0.359965	0.184668	0.071875
COG3286	1	1	1	0.89767	0.250553	0.830591	0.291357	0.707221	0.330057	0.0670789	0.190449	6.25945	0.079648	0.03125
COG3287	0.9989	1	1	0.542057	0.127061	0.0992748	0.0515171	0.0101892	0.0069785	0.442782	0.531867	-2.80049	0.296871	0.321875
COG3291	1	1	1	0.974574	0.0217789	0.832106	0.123168	0.479737	0.291988	0.142468	0.494837	0.368398	0.958077	1
COG3292	0.0006	1	1	0.159481	0.211004	0.159362	0.210975	0.044179	0.101226	0.000118613	0.115302	-1.28374	0.218227	0.08125
COG3293	0.6105	1	1	0.559912	0.19785	0.300225	0.254626	0.0937116	0.182437	0.259687	0.466201	-0.86322	0.512617	0.503125
COG3294	1	1	1	0.998112	0.00151132	0.971649	0.023427	0.746054	0.176643	0.0264632	0.252058	3.45067	0.788238	0.83125
COG3299	0.2015	1	1	0.182207	0.269577	0.149808	0.270252	0.0657168	0.179256	0.0323995	0.11649	-1.06166	0.530631	0.51875
COG3301	0.9942	1	1	0.967617	0.0344172	0.793268	0.164625	0.413785	0.177485	0.174349	0.553832	2.24341	0.56212	0.54375
COG3304	0.0283	1	1	0.134011	0.167917	0.127794	0.164125	0.0189697	0.038451	0.00621621	0.115041	-2.11074	0.0861478	0.003125
COG3305	0.9994	1	1	0.423541	0.135621	0.0988545	0.0578027	0.0161086	0.011557	0.324687	0.407433	-1.05126	0.0142849	0
COG3307	0.1662	1	1	0.0537739	0.148687	0.0441723	0.124064	0.00987201	0.0288261	0.00960153	0.0439018	-5.16939	0.216162	0.103125
COG3314	0.0002	1	1	0.0151005	0.0300313	0.0150941	0.0300189	0.00134858	0.00247168	6.48573e-06	0.013752	-5.23733	0.0239993	0
COG3315	0.9732	1	1	0.745306	0.126598	0.280204	0.236385	0.0872514	0.187081	0.465102	0.658054	-0.78158	0.655266	0.640625
COG3316	0.9999	1	1	0.918289	0.0463998	0.58147	0.176619	0.20661	0.247658	0.336819	0.711679	0.539611	0.820244	0.915625
COG3324	1	1	1	0.646072	0.200403	0.305229	0.311787	0.156374	0.300413	0.340843	0.489698	-0.86962	0.835976	0.903125
COG3325	0.3679	1	1	0.0764078	0.146978	0.041211	0.0914778	0.00562293	0.0142125	0.0351967	0.0707848	-3.32262	0.114348	0
COG3326	0.9937	1	1	0.331073	0.193115	0.0653045	0.104583	0.00856245	0.0175485	0.265768	0.322511	-3.39271	0.256246	0.2125
COG3328	0.9942	1	1	0.922687	0.0576719	0.59892	0.199523	0.223684	0.2465	0.323767	0.699003	-0.24706	0.649072	0.596875
COG3329	0.0003	1	1	0.0326667	0.0192377	0.0326462	0.0192278	0.00413157	0.00319948	2.05114e-05	0.0285351	-3.05448	0.0055502	0
COG3332	0.8778	1	1	0.554236	0.252125	0.288276	0.289701	0.129	0.222403	0.26596	0.425236	-0.209555	0.53635	0.54375
COG3335	1	1	1	0.950043	0.0307767	0.73194	0.149845	0.344872	0.272433	0.218103	0.60517	0.601484	0.940426	0.99375
COG3337	0.6102	1	1	0.991192	0.00495494	0.970857	0.020997	0.85736	0.11859	0.0203343	0.133831	5.68291	0.517022	0.56875
COG3339	0.2557	1	1	0.703127	0.150755	0.594405	0.193756	0.243138	0.253781	0.108723	0.45999	-0.0261552	0.64506	0.71875
COG3341	0.0003	1	1	0.108638	0.0463089	0.108558	0.0462768	0.00792713	0.0038703	7.98702e-05	0.100711	-0.683636	0.00505484	0
COG3342	0.9999	1	1	0.896303	0.149186	0.658016	0.264155	0.325837	0.249722	0.238287	0.570466	1.13465	0.716764	0.75625
COG3344	0.9978	1	1	0.584789	0.227301	0.224543	0.308582	0.105843	0.259929	0.360246	0.478946	-1.53732	0.718484	0.7375
COG3345	0.0142	1	1	0.0139901	0.0175469	0.0135217	0.0170131	0.00128298	0.00184899	0.000468316	0.0127071	-5.77113	0.0697365	0.003125
COG3350	0.9999	1	1	0.995713	0.00584936	0.967423	0.0484164	0.850803	0.20301	0.0282895	0.14491	3.4191	0.91987	0.99375
COG3351	0.7983	1	1	0.965044	0.0452353	0.877292	0.125675	0.601511	0.203619	0.0877521	0.363533	6.98667	0.347324	0.33125
COG3352	0.5058	1	1	0.893248	0.269676	0.875622	0.272258	0.79916	0.266431	0.0176261	0.0940882	8.1584	0.0273791	0
COG3353	0.9999	1	1	0.999535	0.000361992	0.996835	0.00233873	0.978599	0.018008	0.00269973	0.0209357	9.26518	0.809921	0.865625
COG3354	0.9999	1	1	0.999801	0.000175309	0.998563	0.0012125	0.989691	0.00925155	0.00123805	0.0101102	9.56542	0.883438	0.940625
COG3355	1	1	1	0.999122	0.00120104	0.9914	0.00992486	0.930344	0.0748462	0.00772268	0.0687788	6.52326	0.978774	1
COG3356	1	1	1	0.992478	0.0129594	0.939692	0.0977974	0.753438	0.257103	0.0527852	0.239039	3.17732	0.903888	0.975
COG3357	1	1	1	0.997146	0.00146618	0.973975	0.0133713	0.824384	0.102424	0.0231716	0.172763	5.94487	0.855576	0.946875
COG3358	0.9236	1	1	0.681918	0.198123	0.356887	0.285346	0.14658	0.209019	0.325031	0.535339	0.455625	0.5771	0.540625
COG3359	1	1	1	0.982936	0.0198598	0.889414	0.12078	0.620993	0.257238	0.093522	0.361942	2.37992	0.910789	0.9875
COG3360	1	1	1	0.968682	0.0324628	0.822753	0.170117	0.529119	0.288221	0.145929	0.439563	1.56207	0.93527	0.984375
COG3361	0.076	1	1	0.139005	0.210126	0.12821	0.199386	0.0324731	0.063147	0.0107955	0.106532	-1.12047	0.167017	0.025
COG3363	0.5048	1	1	0.498584	0.283076	0.318456	0.257296	0.0701255	0.0827956	0.180128	0.428459	-0.654198	0.354739	0.303125
COG3364	0.9997	1	1	0.954359	0.0677268	0.761512	0.243922	0.429113	0.301775	0.192847	0.525246	4.35277	0.581079	0.578125
COG3365	0.9987	1	1	0.986861	0.0218682	0.898193	0.126406	0.617002	0.273018	0.0886672	0.369858	5.05404	0.717974	0.753125
COG3366	0.9988	1	1	0.994541	0.00416878	0.953918	0.0324767	0.738956	0.118482	0.0406232	0.255585	4.37311	0.685447	0.690625
COG3367	1	1	1	0.927005	0.0614077	0.697855	0.209413	0.361315	0.261184	0.229151	0.56569	1.75446	0.709836	0.734375
COG3368	1	1	1	0.963354	0.0730515	0.860086	0.180325	0.586361	0.210077	0.103268	0.376993	6.17534	0.244947	0.196875
COG3369	0.9999	1	1	0.962982	0.0390833	0.80805	0.186921	0.503287	0.255364	0.154931	0.459695	1.34236	0.742606	0.778125
COG3370	1	1	1	0.996501	0.00299037	0.956847	0.0478766	0.747977	0.229696	0.0396535	0.248524	4.45587	0.814707	0.9
COG3371	1	1	1	0.998437	0.00123466	0.983213	0.0141486	0.86842	0.104686	0.0152234	0.130017	4.64527	0.901594	0.99375
COG3372	1	1	1	0.986076	0.0215938	0.894258	0.149759	0.667863	0.312805	0.0918182	0.318213	4.26228	0.953085	1
COG3373	0.9969	1	1	0.928533	0.20342	0.891432	0.262933	0.81129	0.270042	0.0371014	0.117243	8.09943	0.151287	0.05625
COG3374	0.9977	1	1	0.864095	0.0953704	0.448435	0.201805	0.107903	0.0741807	0.41566	0.756191	3.0665	0.127952	0.028125
COG3375	1	1	1	0.877402	0.06538	0.508982	0.201212	0.157575	0.143646	0.36842	0.719827	0.821538	0.436969	0.44375
COG3376	0.1499	1	1	0.367518	0.145954	0.307143	0.136717	0.0727837	0.0565736	0.060375	0.294735	3.57286	0.027487	0
COG3377	1	1	1	0.946354	0.0949524	0.737661	0.221394	0.341923	0.243427	0.208693	0.604431	2.7212	0.506935	0.496875
COG3378	0.9965	1	1	0.854544	0.076731	0.426595	0.218289	0.126917	0.193527	0.427948	0.727627	-0.408945	0.623721	0.5125
COG3379	1	1	1	0.989831	0.0120934	0.910393	0.102267	0.64383	0.26365	0.0794381	0.346001	3.20199	0.955122	1
COG3380	0.0034	1	1	0.0777365	0.117631	0.0773737	0.11718	0.0152763	0.0270557	0.000362724	0.0624601	-2.15127	0.0646469	0
COG3381	0.9997	1	1	0.926995	0.0308261	0.619662	0.0745462	0.180468	0.0514609	0.307333	0.746527	0.378395	0.470232	0.459375
COG3382	1	1	1	0.979643	0.0166339	0.83916	0.11341	0.457464	0.233318	0.140483	0.522179	1.80553	0.705041	0.709375
COG3383	1	1	1	0.863254	0.106787	0.594829	0.241092	0.285837	0.304921	0.268425	0.577417	-1.15663	0.897331	0.975
COG3384	0.9999	1	1	0.726879	0.162822	0.347257	0.268513	0.150221	0.25065	0.379622	0.576658	-0.76842	0.570543	0.55625
COG3385	1	1	1	0.983921	0.0104664	0.873793	0.0733423	0.505121	0.247418	0.110127	0.478799	0.988031	0.981519	1
COG3386	0.9926	1	1	0.178971	0.267664	0.0951115	0.248621	0.0502514	0.145951	0.0838593	0.128719	-2.70033	0.653794	0.66875
COG3387	1	1	1	0.99454	0.00516406	0.952972	0.0423536	0.788335	0.178771	0.0415676	0.206205	1.96062	0.951799	0.990625
COG3388	0.2006	1	1	0.773867	0.20184	0.720625	0.232014	0.429228	0.306803	0.0532418	0.344639	7.43876	0.707425	0.765625
COG3389	1	1	1	0.990939	0.0198876	0.922838	0.124686	0.660915	0.322101	0.0681013	0.330024	4.98109	0.762417	0.7875
COG3390	1	1	1	0.995336	0.00743941	0.959947	0.0525669	0.762078	0.223212	0.035389	0.233258	6.13561	0.850835	0.921875
COG3391	1	1	1	0.735948	0.179397	0.391676	0.29896	0.197929	0.303377	0.344272	0.538019	-1.76484	0.877529	0.953125
COG3393	1	1	1	0.364281	0.181485	0.0607655	0.0593152	0.00646861	0.00739371	0.303516	0.357813	-3.71428	0.211127	0.15
COG3395	0.8266	1	1	0.625681	0.195715	0.272172	0.249697	0.0981778	0.203447	0.353509	0.527503	-0.594662	0.531387	0.55625
COG3396	0.0343	1	1	0.133743	0.265875	0.13089	0.264137	0.0712332	0.189276	0.00285271	0.0625096	-1.23166	0.137248	0.03125
COG3398	1	1	1	0.99911	0.00116972	0.991157	0.010191	0.919144	0.0928448	0.00795263	0.0799662	6.98948	0.982048	1
COG3402	0.075	1	1	0.396541	0.352856	0.376937	0.353093	0.197732	0.319216	0.0196044	0.19881	0.341832	0.315437	0.2125
COG3403	0.0005	1	1	0.141864	0.160248	0.141753	0.160166	0.0236753	0.038765	0.000111535	0.118189	-0.653534	0.0932831	0
COG3404	0.9854	1	1	0.884367	0.155518	0.679105	0.32252	0.395035	0.29657	0.205262	0.489332	0.953505	0.721767	0.73125
COG3407	1	1	1	0.303181	0.230862	0.0720982	0.085126	0.0105602	0.0135665	0.231083	0.292621	-2.13865	0.392609	0.41875
COG3408	1	1	1	0.957671	0.0477613	0.794128	0.175515	0.468812	0.284834	0.163543	0.488859	0.450763	0.921031	0.98125
COG3409	0.0004	1	1	0.00783972	0.0105253	0.00783241	0.0105168	0.000731757	0.00119767	7.30809e-06	0.00710796	-7.10582	0.0676868	0
COG3410	0.9876	1	1	0.841659	0.0349831	0.298458	0.0467178	0.0346565	0.0142587	0.543201	0.807002	-0.196186	0.199273	0.084375
COG3412	0.0002	1	1	0.272645	0.187009	0.272572	0.186992	0.0531387	0.0568656	7.36117e-05	0.219507	-0.12067	0.154516	0.053125
COG3413	1	1	1	0.999757	0.000384652	0.996812	0.00563445	0.963819	0.0659479	0.00294471	0.0359378	7.73191	0.99007	1
COG3415	0.9997	1	1	0.939485	0.0526892	0.665668	0.190885	0.284316	0.298607	0.273817	0.655169	0.355511	0.893018	0.971875
COG3420	1	1	1	0.922873	0.0432967	0.611892	0.217232	0.287774	0.3173	0.310981	0.635098	-0.222769	0.784218	0.840625
COG3422	0.9965	1	1	0.522709	0.118054	0.0950658	0.0681062	0.0100077	0.0105389	0.427643	0.512701	-2.66487	0.247949	0.203125
COG3425	1	1	1	0.999978	1.65187e-05	0.999688	0.000259021	0.996244	0.00322368	0.000290394	0.00373417	7.79664	0.993437	1
COG3427	0.9998	1	1	0.866367	0.10263	0.57966	0.257217	0.303627	0.310246	0.286708	0.56274	0.289595	0.83466	0.90625
COG3428	1	1	1	0.761766	0.226291	0.44756	0.334599	0.227513	0.313959	0.314206	0.534254	-0.580814	0.706413	0.721875
COG3430	1	1	1	0.784015	0.263523	0.514642	0.230693	0.182033	0.109058	0.269373	0.601982	8.81634	0.0800456	0
COG3431	0.192	1	1	0.933042	0.108611	0.90971	0.145695	0.760445	0.310487	0.0233316	0.172597	3.25276	0.716093	0.80625
COG3432	1	1	1	0.99715	0.00716347	0.96975	0.0748882	0.868531	0.236595	0.0273995	0.128619	3.54931	0.404807	0.4125
COG3435	0.0002	1	1	0.126186	0.0363222	0.126139	0.0363126	0.0179371	0.00742552	4.65363e-05	0.108249	-1.66937	0.0339938	0
COG3436	0.9238	1	1	0.715547	0.155289	0.281362	0.253563	0.0884914	0.189304	0.434185	0.627056	-0.578813	0.613055	0.58125
COG3439	1	1	1	0.998925	0.000981862	0.991295	0.0100747	0.944829	0.0728886	0.00763071	0.0540963	4.17271	0.990499	1
COG3440	0.0009	1	1	0.320647	0.252465	0.320329	0.252467	0.0975166	0.16291	0.000317514	0.22313	-0.77809	0.497526	0.509375
COG3451	0.9996	1	1	0.0773192	0.206053	0.0180383	0.0520665	0.00207485	0.00605609	0.0592809	0.0752443	-5.4486	0.378923	0.43125
COG3454	0.0004	1	1	0.0535934	0.0825198	0.0535548	0.0824757	0.00776043	0.0155195	3.86983e-05	0.045833	-2.53616	0.102861	0.01875
COG3460	0.0235	1	1	0.107953	0.172945	0.104973	0.169903	0.0265097	0.0577984	0.0029804	0.0814436	-1.73413	0.0216044	0
COG3461	0.7439	1	1	0.815726	0.0456158	0.428157	0.118704	0.0822011	0.0477358	0.387569	0.733525	0.578698	0.215336	0.13125
